name,description,archetype,variant_label,timeframe_label,session_label,strategy_family,direction_mode,direction_role,realized_pnl,closed_trades,win_rate_pct,profit_factor,max_drawdown_pct,total_costs,expectancy,sharpe_ratio,sortino_ratio,calmar_ratio,avg_win,avg_loss,payoff_ratio,avg_hold_bars,dominant_exit,dominant_exit_share_pct,component_count,combo_outperformance_score,combo_trade_overlap_pct,best_regime,best_unified_regime,best_regime_pnl,worst_regime,worst_unified_regime,worst_regime_pnl,dominant_regime_share_pct,regime_stability_score,regime_loss_ratio,regime_trade_count_by_label,regime_pnl_by_label,regime_pf_by_label,regime_win_rate_by_label,regime_filter_label,broker_swap_available,broker_swap_long,broker_swap_short,broker_preferred_carry_side,broker_carry_spread,mc_simulations,mc_pnl_median,mc_pnl_p05,mc_pnl_p95,mc_max_drawdown_pct_median,mc_max_drawdown_pct_p95,mc_loss_probability_pct,walk_forward_windows,walk_forward_pass_rate_pct,walk_forward_avg_validation_pnl,walk_forward_avg_test_pnl,walk_forward_avg_validation_pf,walk_forward_avg_test_pf,train_pnl,validation_pnl,validation_profit_factor,validation_closed_trades,test_pnl,test_profit_factor,test_closed_trades,trade_log_path,trade_analysis_path
momentum__5m_overlap,Momentum confirmation [5m_overlap],single,5m_overlap,5m,overlap,momentum,both,combined,129.36595,13,30.76923,1.08391,0.95092,8.46067,9.95123,0.03018,0.04651,0.13604,417.76103,-171.29758,2.43880,8.15385,structure_exit,23.07692,1,0.00000,0.00000,trend_flat_vol_high,dislocated_chop,1062.67670,trend_flat_vol_mid,orderly_range,-376.16508,38.46154,0.53241,0.35398,"{""trend_flat_vol_high"": 3, ""trend_flat_vol_mid"": 2, ""trend_up_vol_high"": 5, ""trend_up_vol_mid"": 3}","{""trend_flat_vol_high"": 1062.676695817665, ""trend_flat_vol_mid"": -376.1650839956666, ""trend_up_vol_high"": -325.39696684444516, ""trend_up_vol_mid"": -231.74869990652587}","{""trend_flat_vol_high"": 18.779180829318566, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 0.6006689341296344, ""trend_up_vol_mid"": 0.2033037115070748}","{""trend_flat_vol_high"": 66.66666666666666, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 20.0, ""trend_up_vol_mid"": 33.33333333333333}",,1,-87.07000,13.23000,short,-100.30000,500,58.02484,-1675.55242,2190.80375,0.93477,1.89883,48.40000,2,100.00000,82.79566,264.04130,1.16130,2.06357,-251.69374,139.66518,1.26666,4,325.32004,2.68699,4,artifacts\research\xauusd\candidates\momentum__5m_overlap_5m_overlap_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\momentum__5m_overlap_5m_overlap_symbol_candidate_analysis.txt
mean_reversion__5m_overlap,Intraday mean reversion [5m_overlap],single,5m_overlap,5m,overlap,mean_reversion,both,combined,488.44571,9,33.33333,1.43623,1.02539,5.76207,54.27175,0.10245,0.24037,0.47635,536.05055,-186.61766,2.87245,118.88889,structure_exit,66.66667,1,0.00000,0.00000,trend_flat_vol_high,dislocated_chop,792.06721,trend_down_vol_high,trend_expansion,-488.27843,33.33333,0.66670,0.61646,"{""trend_down_vol_high"": 3, ""trend_down_vol_mid"": 1, ""trend_flat_vol_high"": 3, ""trend_up_vol_high"": 2}","{""trend_down_vol_high"": -488.27842625124595, ""trend_down_vol_mid"": 151.35730439267618, ""trend_flat_vol_high"": 792.0672082660267, ""trend_up_vol_high"": 33.2996203336526}","{""trend_down_vol_high"": 0.0, ""trend_down_vol_mid"": 999.0, ""trend_flat_vol_high"": 2.3195387091287114, ""trend_up_vol_high"": 2.0684311284843573}","{""trend_down_vol_high"": 0.0, ""trend_down_vol_mid"": 100.0, ""trend_flat_vol_high"": 33.33333333333333, ""trend_up_vol_high"": 50.0}",,1,-87.07000,13.23000,short,-100.30000,500,279.78773,-1507.86050,3411.20255,0.78430,1.61568,41.20000,2,0.00000,-444.68184,-264.61384,0.00000,0.00000,-658.73118,-245.15101,0.00000,3,-228.58636,0.00000,2,artifacts\research\xauusd\candidates\mean_reversion__5m_overlap_5m_overlap_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\mean_reversion__5m_overlap_5m_overlap_symbol_candidate_analysis.txt
volatility_breakout__5m_overlap,Generic volatility breakout [5m_overlap],single,5m_overlap,5m,overlap,volatility_breakout,long_only,long_leg,672.97895,8,62.50000,4.74466,0.12029,5.29756,84.12237,0.34768,1.40170,5.59442,170.53918,-59.90566,2.84680,7.12500,trailing_stop,62.50000,1,0.00000,0.00000,trend_flat_vol_high,dislocated_chop,603.65494,trend_up_vol_mid,orderly_trend,-105.79029,50.00000,0.88040,0.17525,"{""trend_flat_vol_high"": 2, ""trend_flat_vol_mid"": 1, ""trend_up_vol_high"": 1, ""trend_up_vol_mid"": 4}","{""trend_flat_vol_high"": 603.6549439530105, ""trend_flat_vol_mid"": 83.19195655470581, ""trend_up_vol_high"": 91.92233455907588, ""trend_up_vol_mid"": -105.7902865286601}","{""trend_flat_vol_high"": 11.099487877443986, ""trend_flat_vol_mid"": 999.0, ""trend_up_vol_high"": 999.0, ""trend_up_vol_mid"": 0.11801828421846573}","{""trend_flat_vol_high"": 50.0, ""trend_flat_vol_mid"": 100.0, ""trend_up_vol_high"": 100.0, ""trend_up_vol_mid"": 50.0}",,1,-87.07000,13.23000,short,-100.30000,500,601.23930,-193.19979,1981.12479,0.11906,0.27173,16.40000,2,0.00000,280.15970,320.98249,6.04321,6.37022,-56.39699,607.87395,11.94246,2,38.31004,1.64095,3,artifacts\research\xauusd\candidates\volatility_breakout__5m_overlap_5m_overlap_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\volatility_breakout__5m_overlap_5m_overlap_symbol_candidate_analysis.txt
opening_range_breakout__5m_overlap,Opening range breakout [5m_overlap],single,5m_overlap,5m,overlap,opening_range_breakout,long_only,long_leg,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,1,-87.07000,13.23000,short,-100.30000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\xauusd\candidates\opening_range_breakout__5m_overlap_5m_overlap_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\opening_range_breakout__5m_overlap_5m_overlap_symbol_candidate_analysis.txt
xauusd_volatility_breakout__5m_overlap,XAUUSD-tuned volatility breakout [5m_overlap],single,5m_overlap,5m,overlap,volatility_breakout,long_only,long_leg,925.49779,8,62.50000,5.94206,0.08094,5.35236,115.68722,0.46487,1.74575,11.43397,222.55352,-62.42327,3.56523,9.00000,trailing_stop,75.00000,1,0.00000,0.00000,trend_flat_vol_high,dislocated_chop,512.75989,trend_up_vol_mid,orderly_trend,-30.44535,37.50000,0.96913,0.05938,"{""trend_flat_vol_high"": 3, ""trend_flat_vol_mid"": 1, ""trend_up_vol_high"": 2, ""trend_up_vol_mid"": 2}","{""trend_flat_vol_high"": 512.7598916100591, ""trend_flat_vol_mid"": 83.19195655470581, ""trend_up_vol_high"": 359.9912946165983, ""trend_up_vol_mid"": -30.44535190142312}","{""trend_flat_vol_high"": 4.403290951026486, ""trend_flat_vol_mid"": 999.0, ""trend_up_vol_high"": 999.0, ""trend_up_vol_mid"": 0.16824841821145292}","{""trend_flat_vol_high"": 33.33333333333333, ""trend_flat_vol_mid"": 100.0, ""trend_up_vol_high"": 100.0, ""trend_up_vol_mid"": 50.0}",,1,-87.07000,13.23000,short,-100.30000,500,874.36781,-105.55328,2160.93849,0.09637,0.27025,7.80000,2,0.00000,465.74738,320.98249,999.00000,6.37022,140.57001,663.42579,999.00000,1,38.31004,1.64095,3,artifacts\research\xauusd\candidates\xauusd_volatility_breakout__5m_overlap_5m_overlap_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\xauusd_volatility_breakout__5m_overlap_5m_overlap_symbol_candidate_analysis.txt
xauusd_volatility_breakout_cross_tailwind__5m_overlap,XAUUSD-tuned volatility breakout with cross-asset gold tailwind confirmation [5m_overlap],single,5m_overlap,5m,overlap,volatility_breakout,long_only,long_leg,925.49779,8,62.50000,5.94206,0.08094,5.35236,115.68722,0.46487,1.74575,11.43397,222.55352,-62.42327,3.56523,9.00000,trailing_stop,75.00000,1,0.00000,0.00000,trend_flat_vol_high,dislocated_chop,512.75989,trend_up_vol_mid,orderly_trend,-30.44535,37.50000,0.96913,0.05938,"{""trend_flat_vol_high"": 3, ""trend_flat_vol_mid"": 1, ""trend_up_vol_high"": 2, ""trend_up_vol_mid"": 2}","{""trend_flat_vol_high"": 512.7598916100591, ""trend_flat_vol_mid"": 83.19195655470581, ""trend_up_vol_high"": 359.9912946165983, ""trend_up_vol_mid"": -30.44535190142312}","{""trend_flat_vol_high"": 4.403290951026486, ""trend_flat_vol_mid"": 999.0, ""trend_up_vol_high"": 999.0, ""trend_up_vol_mid"": 0.16824841821145292}","{""trend_flat_vol_high"": 33.33333333333333, ""trend_flat_vol_mid"": 100.0, ""trend_up_vol_high"": 100.0, ""trend_up_vol_mid"": 50.0}",,1,-87.07000,13.23000,short,-100.30000,500,874.36781,-105.55328,2160.93849,0.09637,0.27025,7.80000,2,0.00000,465.74738,320.98249,999.00000,6.37022,140.57001,663.42579,999.00000,1,38.31004,1.64095,3,artifacts\research\xauusd\candidates\xauusd_volatility_breakout_cross_tailwind__5m_overlap_5m_overlap_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\xauusd_volatility_breakout_cross_tailwind__5m_overlap_5m_overlap_symbol_candidate_analysis.txt
xauusd_short_breakdown__5m_overlap,XAUUSD short breakdown continuation [5m_overlap],single,5m_overlap,5m,overlap,xauusd_short_breakdown,short_only,short_leg,-540.94801,21,28.57143,0.65422,0.81130,14.05536,-25.75943,-0.15624,-0.17482,-0.66677,170.58101,-104.29560,1.63555,9.00000,trailing_stop,42.85714,1,0.00000,0.00000,trend_flat_vol_mid,orderly_range,192.69476,trend_up_vol_mid,orderly_trend,-329.86614,38.09524,0.20802,1.71186,"{""trend_down_vol_high"": 5, ""trend_down_vol_mid"": 2, ""trend_flat_vol_high"": 1, ""trend_flat_vol_mid"": 8, ""trend_up_vol_low"": 1, ""trend_up_vol_mid"": 4}","{""trend_down_vol_high"": -143.91123924313075, ""trend_down_vol_mid"": -243.13904012041093, ""trend_flat_vol_high"": -11.030296198667019, ""trend_flat_vol_mid"": 192.69475887037595, ""trend_up_vol_low"": -5.696061495243628, ""trend_up_vol_mid"": -329.86613535389245}","{""trend_down_vol_high"": 0.7231038089227807, ""trend_down_vol_mid"": 0.0, ""trend_flat_vol_high"": 0.0, ""trend_flat_vol_mid"": 1.4235304661823698, ""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 0.0}","{""trend_down_vol_high"": 40.0, ""trend_down_vol_mid"": 0.0, ""trend_flat_vol_high"": 0.0, ""trend_flat_vol_mid"": 50.0, ""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 0.0}",,1,-87.07000,13.23000,short,-100.30000,500,-511.59316,-1726.20855,610.69111,0.90520,1.91412,73.00000,2,0.00000,-475.09447,-145.39575,0.34875,0.43792,236.25417,-663.67968,0.13632,5,-113.52250,0.63224,4,artifacts\research\xauusd\candidates\xauusd_short_breakdown__5m_overlap_5m_overlap_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\xauusd_short_breakdown__5m_overlap_5m_overlap_symbol_candidate_analysis.txt
xauusd_vwap_reclaim__5m_overlap,XAUUSD VWAP reclaim after oversold washout [5m_overlap],single,5m_overlap,5m,overlap,xauusd_vwap_reclaim,long_only,long_leg,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,1,-87.07000,13.23000,short,-100.30000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\xauusd\candidates\xauusd_vwap_reclaim__5m_overlap_5m_overlap_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\xauusd_vwap_reclaim__5m_overlap_5m_overlap_symbol_candidate_analysis.txt
trend__5m_overlap__exit_trend,EMA trend continuation [5m_overlap] with trend-runner exits,entry_exit_family,5m_overlap,5m,overlap,trend__5m_overlap__exit_trend,both,combined,-292.51234,21,19.04762,0.87017,1.02175,13.85938,-13.92916,-0.04357,-0.08406,-0.28629,490.11605,-132.52803,3.69821,37.76190,stop_loss,47.61905,1,0.00000,0.00000,trend_up_vol_high,trend_expansion,235.39925,trend_up_vol_low,orderly_trend,-288.24755,57.14286,0.30839,1.22450,"{""trend_up_vol_high"": 7, ""trend_up_vol_low"": 2, ""trend_up_vol_mid"": 12}","{""trend_up_vol_high"": 235.39925418443912, ""trend_up_vol_low"": -288.2475488458803, ""trend_up_vol_mid"": -239.66404934179442}","{""trend_up_vol_high"": 1.2884145404602187, ""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 0.7913325184730163}","{""trend_up_vol_high"": 28.57142857142857, ""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 16.666666666666664}",,1,-87.07000,13.23000,short,-100.30000,500,-382.46974,-2258.55049,2214.16342,1.39299,2.47683,61.20000,2,0.00000,-244.11309,-76.59140,0.51768,1.15017,-3.74727,-523.76679,0.00000,5,286.98480,2.24775,7,artifacts\research\xauusd\candidates\trend__5m_overlap__exit_trend_5m_overlap_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\trend__5m_overlap__exit_trend_5m_overlap_symbol_candidate_analysis.txt
trend__5m_overlap__exit_fastfail,EMA trend continuation [5m_overlap] with fast-fail exits,entry_exit_family,5m_overlap,5m,overlap,trend__5m_overlap__exit_fastfail,both,combined,80.48352,14,21.42857,1.05014,1.04115,9.42799,5.74882,0.01617,0.02953,0.07730,561.87513,-145.92199,3.85052,129.35714,stop_loss,42.85714,1,0.00000,0.00000,trend_up_vol_low,orderly_trend,837.35452,trend_up_vol_mid,orderly_trend,-474.33049,50.00000,0.52524,0.56646,"{""trend_up_vol_high"": 5, ""trend_up_vol_low"": 2, ""trend_up_vol_mid"": 7}","{""trend_up_vol_high"": -282.54050382048337, ""trend_up_vol_low"": 837.3545158845008, ""trend_up_vol_mid"": -474.33049261060427}","{""trend_up_vol_high"": 0.6504317540369147, ""trend_up_vol_low"": 8.253896150253501, ""trend_up_vol_mid"": 0.303940528809562}","{""trend_up_vol_high"": 20.0, ""trend_up_vol_low"": 50.0, ""trend_up_vol_mid"": 14.285714285714285}",,1,-87.07000,13.23000,short,-100.30000,500,24.58400,-1841.79603,2365.74002,1.01227,1.98978,49.40000,2,0.00000,-529.97701,-43.89424,0.24753,1.15776,-576.57500,-523.76679,0.00000,5,229.78978,1.99908,7,artifacts\research\xauusd\candidates\trend__5m_overlap__exit_fastfail_5m_overlap_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\trend__5m_overlap__exit_fastfail_5m_overlap_symbol_candidate_analysis.txt
momentum__5m_overlap__exit_trend,Momentum confirmation [5m_overlap] with trend-runner exits,entry_exit_family,5m_overlap,5m,overlap,momentum__5m_overlap__exit_trend,both,combined,-259.10026,13,30.76923,0.82592,0.89762,8.45795,-19.93079,-0.07318,-0.09378,-0.28865,307.32064,-165.37587,1.85832,13.53846,trailing_stop,38.46154,1,0.00000,0.00000,trend_flat_vol_high,dislocated_chop,627.51456,trend_flat_vol_mid,orderly_range,-376.16508,38.46154,0.41444,0.59945,"{""trend_flat_vol_high"": 3, ""trend_flat_vol_mid"": 2, ""trend_up_vol_high"": 5, ""trend_up_vol_mid"": 3}","{""trend_flat_vol_high"": 627.5145579739644, ""trend_flat_vol_mid"": -376.1650839956666, ""trend_up_vol_high"": -329.3966188466823, ""trend_up_vol_mid"": -181.0531107781347}","{""trend_flat_vol_high"": 11.498672684889007, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 0.5977349991226271, ""trend_up_vol_mid"": 0.2249177257396512}","{""trend_flat_vol_high"": 66.66666666666666, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 20.0, ""trend_up_vol_mid"": 33.33333333333333}",,1,-87.07000,13.23000,short,-100.30000,500,-338.94857,-1785.52194,1455.13526,0.96578,1.91121,63.20000,2,0.00000,-41.34354,43.16052,0.92428,1.29243,-194.39872,-108.61321,0.79263,4,131.83687,1.68366,4,artifacts\research\xauusd\candidates\momentum__5m_overlap__exit_trend_5m_overlap_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\momentum__5m_overlap__exit_trend_5m_overlap_symbol_candidate_analysis.txt
momentum__5m_overlap__exit_fastfail,Momentum confirmation [5m_overlap] with fast-fail exits,entry_exit_family,5m_overlap,5m,overlap,momentum__5m_overlap__exit_fastfail,both,combined,-2.62257,13,30.76923,0.99827,0.92812,8.45975,-0.20174,-0.00066,-0.00095,-0.00283,379.06440,-168.76446,2.24612,7.61538,structure_exit,23.07692,1,0.00000,0.00000,trend_flat_vol_high,dislocated_chop,907.89016,trend_flat_vol_mid,orderly_range,-376.16508,38.46154,0.49928,0.41433,"{""trend_flat_vol_high"": 3, ""trend_flat_vol_mid"": 2, ""trend_up_vol_high"": 5, ""trend_up_vol_mid"": 3}","{""trend_flat_vol_high"": 907.8901633309738, ""trend_flat_vol_mid"": -376.1650839956666, ""trend_up_vol_high"": -302.5989504316715, ""trend_up_vol_mid"": -231.74869990652587}","{""trend_flat_vol_high"": 16.189514788974478, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 0.6179581674644785, ""trend_up_vol_mid"": 0.2033037115070748}","{""trend_flat_vol_high"": 66.66666666666666, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 20.0, ""trend_up_vol_mid"": 33.33333333333333}",,1,-87.07000,13.23000,short,-100.30000,500,-85.10822,-1677.36565,1948.55505,0.92625,1.85368,53.20000,2,50.00000,5.40239,186.64803,1.01353,1.89557,-251.69374,-15.12135,0.97113,4,325.32004,2.68699,4,artifacts\research\xauusd\candidates\momentum__5m_overlap__exit_fastfail_5m_overlap_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\momentum__5m_overlap__exit_fastfail_5m_overlap_symbol_candidate_analysis.txt
mean_reversion__5m_overlap__exit_quick,Intraday mean reversion [5m_overlap] with quick-fail mean reversion exits,entry_exit_family,5m_overlap,5m,overlap,mean_reversion__5m_overlap__exit_quick,both,combined,-999.58011,10,10.00000,0.17146,0.99958,6.39495,-99.95801,-0.78401,-0.66487,-1.00000,206.85248,-134.04807,1.54312,3.20000,structure_exit,90.00000,1,0.00000,0.00000,trend_down_vol_mid,orderly_trend,206.85248,trend_flat_vol_high,dislocated_chop,-706.85766,40.00000,0.14636,3.41721,"{""trend_down_vol_high"": 3, ""trend_down_vol_mid"": 1, ""trend_flat_vol_high"": 4, ""trend_up_vol_high"": 2}","{""trend_down_vol_high"": -368.6888313842655, ""trend_down_vol_mid"": 206.8524759237647, ""trend_flat_vol_high"": -706.857662165907, ""trend_up_vol_high"": -130.8860943583024}","{""trend_down_vol_high"": 0.0, ""trend_down_vol_mid"": 999.0, ""trend_flat_vol_high"": 0.0, ""trend_up_vol_high"": 0.0}","{""trend_down_vol_high"": 0.0, ""trend_down_vol_mid"": 100.0, ""trend_flat_vol_high"": 0.0, ""trend_up_vol_high"": 0.0}",,1,-87.07000,13.23000,short,-100.30000,500,-1017.89649,-1599.50318,-289.85680,1.07740,1.60773,98.80000,2,0.00000,-471.12954,-214.86817,0.00000,0.00000,-516.04359,-269.84886,0.00000,3,-213.68766,0.00000,2,artifacts\research\xauusd\candidates\mean_reversion__5m_overlap__exit_quick_5m_overlap_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\mean_reversion__5m_overlap__exit_quick_5m_overlap_symbol_candidate_analysis.txt
volatility_breakout__5m_overlap__exit_trend,Generic volatility breakout [5m_overlap] with trend-runner exits,entry_exit_family,5m_overlap,5m,overlap,volatility_breakout,long_only,long_leg,497.09425,8,50.00000,3.41405,0.19509,5.29632,62.13678,0.31840,1.15928,2.54805,175.75274,-51.47918,3.41405,10.25000,trailing_stop,62.50000,1,0.00000,0.00000,trend_flat_vol_high,dislocated_chop,463.36715,trend_up_vol_mid,orderly_trend,-100.79072,50.00000,0.85574,0.21752,"{""trend_flat_vol_high"": 2, ""trend_flat_vol_mid"": 1, ""trend_up_vol_high"": 1, ""trend_up_vol_mid"": 4}","{""trend_flat_vol_high"": 463.36714997444494, ""trend_flat_vol_mid"": 42.59548873197761, ""trend_up_vol_high"": 91.92233455907588, ""trend_up_vol_mid"": -100.79072152585908}","{""trend_flat_vol_high"": 8.752393914522395, ""trend_flat_vol_mid"": 999.0, ""trend_up_vol_high"": 999.0, ""trend_up_vol_mid"": 0.31034158682976126}","{""trend_flat_vol_high"": 50.0, ""trend_flat_vol_mid"": 100.0, ""trend_up_vol_high"": 100.0, ""trend_up_vol_mid"": 25.0}",,1,-87.07000,13.23000,short,-100.30000,500,419.58609,-208.56010,1517.57424,0.12354,0.27547,23.40000,2,0.00000,192.91729,270.43689,4.70856,5.52456,-90.59402,467.58615,9.41711,2,77.50663,2.29673,3,artifacts\research\xauusd\candidates\volatility_breakout__5m_overlap__exit_trend_5m_overlap_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\volatility_breakout__5m_overlap__exit_trend_5m_overlap_symbol_candidate_analysis.txt
volatility_breakout__5m_overlap__exit_fastfail,Generic volatility breakout [5m_overlap] with fast-fail exits,entry_exit_family,5m_overlap,5m,overlap,volatility_breakout,long_only,long_leg,518.19242,8,62.50000,3.88338,0.12029,5.29647,64.77405,0.34178,1.07931,4.30770,139.58188,-59.90566,2.33003,6.75000,trailing_stop,62.50000,1,0.00000,0.00000,trend_flat_vol_high,dislocated_chop,448.86841,trend_up_vol_mid,orderly_trend,-105.79029,50.00000,0.85504,0.23568,"{""trend_flat_vol_high"": 2, ""trend_flat_vol_mid"": 1, ""trend_up_vol_high"": 1, ""trend_up_vol_mid"": 4}","{""trend_flat_vol_high"": 448.86841146631934, ""trend_flat_vol_mid"": 83.19195655470581, ""trend_up_vol_high"": 91.92233455907588, ""trend_up_vol_mid"": -105.7902865286601}","{""trend_flat_vol_high"": 8.509821837099894, ""trend_flat_vol_mid"": 999.0, ""trend_up_vol_high"": 999.0, ""trend_up_vol_mid"": 0.11801828421846573}","{""trend_flat_vol_high"": 50.0, ""trend_flat_vol_mid"": 100.0, ""trend_up_vol_high"": 100.0, ""trend_up_vol_mid"": 50.0}",,1,-87.07000,13.23000,short,-100.30000,500,448.40357,-193.19979,1519.28094,0.11925,0.27173,16.40000,2,0.00000,202.76643,243.58922,4.65004,5.07539,-56.39699,453.08741,9.15612,2,38.31004,1.64095,3,artifacts\research\xauusd\candidates\volatility_breakout__5m_overlap__exit_fastfail_5m_overlap_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\volatility_breakout__5m_overlap__exit_fastfail_5m_overlap_symbol_candidate_analysis.txt
opening_range_breakout__5m_overlap__exit_trend,Opening range breakout [5m_overlap] with trend-runner exits,entry_exit_family,5m_overlap,5m,overlap,opening_range_breakout,long_only,long_leg,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,1,-87.07000,13.23000,short,-100.30000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\xauusd\candidates\opening_range_breakout__5m_overlap__exit_trend_5m_overlap_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\opening_range_breakout__5m_overlap__exit_trend_5m_overlap_symbol_candidate_analysis.txt
opening_range_breakout__5m_overlap__exit_fastfail,Opening range breakout [5m_overlap] with fast-fail exits,entry_exit_family,5m_overlap,5m,overlap,opening_range_breakout,long_only,long_leg,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,1,-87.07000,13.23000,short,-100.30000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\xauusd\candidates\opening_range_breakout__5m_overlap__exit_fastfail_5m_overlap_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\opening_range_breakout__5m_overlap__exit_fastfail_5m_overlap_symbol_candidate_analysis.txt
xauusd_volatility_breakout__5m_overlap__exit_trend,XAUUSD-tuned volatility breakout [5m_overlap] with trend-runner exits,entry_exit_family,5m_overlap,5m,overlap,volatility_breakout,long_only,long_leg,502.53459,8,62.50000,3.68348,0.12154,5.34940,62.81682,0.39699,0.94792,4.13475,137.96088,-62.42327,2.21009,13.25000,trailing_stop,87.50000,1,0.00000,0.00000,trend_flat_vol_high,dislocated_chop,264.48149,trend_up_vol_mid,orderly_trend,8.75124,37.50000,1.00000,0.00000,"{""trend_flat_vol_high"": 3, ""trend_flat_vol_mid"": 1, ""trend_up_vol_high"": 2, ""trend_up_vol_mid"": 2}","{""trend_flat_vol_high"": 264.4814935710172, ""trend_flat_vol_mid"": 42.59548873197761, ""trend_up_vol_high"": 186.7063716195533, ""trend_up_vol_mid"": 8.751237720533894}","{""trend_flat_vol_high"": 2.7554170841207712, ""trend_flat_vol_mid"": 999.0, ""trend_up_vol_high"": 999.0, ""trend_up_vol_mid"": 1.2390793786923326}","{""trend_flat_vol_high"": 33.33333333333333, ""trend_flat_vol_mid"": 100.0, ""trend_up_vol_high"": 100.0, ""trend_up_vol_mid"": 50.0}",,1,-87.07000,13.23000,short,-100.30000,500,460.58025,-134.17465,1221.47850,0.09629,0.26194,14.00000,2,0.00000,254.96571,216.44159,999.00000,4.62119,-32.71492,415.14739,999.00000,1,77.50663,2.29673,3,artifacts\research\xauusd\candidates\xauusd_volatility_breakout__5m_overlap__exit_trend_5m_overlap_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\xauusd_volatility_breakout__5m_overlap__exit_trend_5m_overlap_symbol_candidate_analysis.txt
