name,description,archetype,variant_label,timeframe_label,session_label,strategy_family,direction_mode,direction_role,realized_pnl,closed_trades,win_rate_pct,profit_factor,max_drawdown_pct,total_costs,expectancy,sharpe_ratio,sortino_ratio,calmar_ratio,avg_win,avg_loss,payoff_ratio,avg_hold_bars,dominant_exit,dominant_exit_share_pct,component_count,combo_outperformance_score,combo_trade_overlap_pct,best_regime,best_unified_regime,best_regime_pnl,worst_regime,worst_unified_regime,worst_regime_pnl,dominant_regime_share_pct,regime_stability_score,regime_loss_ratio,regime_trade_count_by_label,regime_pnl_by_label,regime_pf_by_label,regime_win_rate_by_label,regime_filter_label,broker_swap_available,broker_swap_long,broker_swap_short,broker_preferred_carry_side,broker_carry_spread,mc_simulations,mc_pnl_median,mc_pnl_p05,mc_pnl_p95,mc_max_drawdown_pct_median,mc_max_drawdown_pct_p95,mc_loss_probability_pct,walk_forward_windows,walk_forward_pass_rate_pct,walk_forward_avg_validation_pnl,walk_forward_avg_test_pnl,walk_forward_avg_validation_pf,walk_forward_avg_test_pf,train_pnl,validation_pnl,validation_profit_factor,validation_closed_trades,test_pnl,test_profit_factor,test_closed_trades,trade_log_path,trade_analysis_path
xauusd_short_breakdown__5m_europe__exit_trend,XAUUSD short breakdown continuation [5m_europe] with trend-runner exits,entry_exit_family,5m_europe,5m,europe,xauusd_short_breakdown__5m_europe__exit_trend,short_only,short_leg,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,1,-87.07000,13.23000,short,-100.30000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\xauusd\candidates\xauusd_short_breakdown__5m_europe__exit_trend_5m_europe_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\xauusd_short_breakdown__5m_europe__exit_trend_5m_europe_symbol_candidate_analysis.txt
xauusd_short_breakdown__5m_europe__exit_fastfail,XAUUSD short breakdown continuation [5m_europe] with fast-fail exits,entry_exit_family,5m_europe,5m,europe,xauusd_short_breakdown__5m_europe__exit_fastfail,short_only,short_leg,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,1,-87.07000,13.23000,short,-100.30000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\xauusd\candidates\xauusd_short_breakdown__5m_europe__exit_fastfail_5m_europe_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\xauusd_short_breakdown__5m_europe__exit_fastfail_5m_europe_symbol_candidate_analysis.txt
xauusd_vwap_reclaim__5m_europe__exit_trend,XAUUSD VWAP reclaim after oversold washout [5m_europe] with trend-runner exits,entry_exit_family,5m_europe,5m,europe,xauusd_vwap_reclaim__5m_europe__exit_trend,long_only,long_leg,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,1,-87.07000,13.23000,short,-100.30000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\xauusd\candidates\xauusd_vwap_reclaim__5m_europe__exit_trend_5m_europe_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\xauusd_vwap_reclaim__5m_europe__exit_trend_5m_europe_symbol_candidate_analysis.txt
xauusd_vwap_reclaim__5m_europe__exit_fastfail,XAUUSD VWAP reclaim after oversold washout [5m_europe] with fast-fail exits,entry_exit_family,5m_europe,5m,europe,xauusd_vwap_reclaim__5m_europe__exit_fastfail,long_only,long_leg,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,1,-87.07000,13.23000,short,-100.30000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\xauusd\candidates\xauusd_vwap_reclaim__5m_europe__exit_fastfail_5m_europe_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\xauusd_vwap_reclaim__5m_europe__exit_fastfail_5m_europe_symbol_candidate_analysis.txt
trend__5m_us,EMA trend continuation [5m_us],single,5m_us,5m,us,trend,both,combined,-56.51580,12,16.66667,0.93825,1.04055,8.34334,-4.70965,-0.01697,-0.04015,-0.05431,429.35682,-91.52294,4.69125,213.00000,stop_loss,33.33333,1,0.00000,0.00000,trend_up_vol_mid,orderly_trend,515.05803,trend_up_vol_high,trend_expansion,-359.18660,50.00000,0.47399,0.69737,"{""trend_up_vol_high"": 2, ""trend_up_vol_low"": 4, ""trend_up_vol_mid"": 6}","{""trend_up_vol_high"": -359.18659878548647, ""trend_up_vol_low"": -212.38722358699596, ""trend_up_vol_mid"": 515.0580265355197}","{""trend_up_vol_high"": 0.0, ""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 2.498762175283253}","{""trend_up_vol_high"": 0.0, ""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 33.33333333333333}",,1,-87.07000,13.23000,short,-100.30000,500,-124.86942,-1277.90361,1861.94417,0.73058,1.29251,56.80000,2,100.00000,970.95831,344.98798,5.20985,3.74838,-863.66145,662.76962,3.66994,6,669.87333,6.43514,7,artifacts\research\xauusd\candidates\trend__5m_us_5m_us_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\trend__5m_us_5m_us_symbol_candidate_analysis.txt
momentum__5m_us,Momentum confirmation [5m_us],single,5m_us,5m,us,momentum,both,combined,1147.04300,9,33.33333,2.04600,1.11029,5.77838,127.44922,0.17607,0.54315,1.03310,747.88175,-182.76704,4.09199,167.55556,trailing_stop,33.33333,1,0.00000,0.00000,trend_up_vol_high,trend_expansion,1696.61320,trend_flat_vol_mid,orderly_range,-481.04556,66.66667,0.75533,0.28353,"{""trend_flat_vol_mid"": 2, ""trend_up_vol_high"": 6, ""trend_up_vol_low"": 1}","{""trend_flat_vol_mid"": -481.0455569545151, ""trend_up_vol_high"": 1696.6132018955986, ""trend_up_vol_low"": -68.52464783101993}","{""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 4.101487759098827, ""trend_up_vol_low"": 0.0}","{""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 50.0, ""trend_up_vol_low"": 0.0}",,1,-87.07000,13.23000,short,-100.30000,500,956.08203,-1397.78788,5445.42379,0.77221,1.55122,35.40000,2,50.00000,-201.24395,389.26368,0.63899,2.52417,-437.94947,71.14054,1.12011,5,450.54242,3.33635,5,artifacts\research\xauusd\candidates\momentum__5m_us_5m_us_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\momentum__5m_us_5m_us_symbol_candidate_analysis.txt
mean_reversion__5m_us,Intraday mean reversion [5m_us],single,5m_us,5m,us,mean_reversion,both,combined,-708.60018,13,30.76923,0.50502,0.94713,8.39358,-54.50771,-0.27051,-0.28952,-0.74815,180.74599,-159.06491,1.13630,25.76923,structure_exit,61.53846,1,0.00000,0.00000,trend_down_vol_mid,orderly_trend,489.68861,trend_flat_vol_high,dislocated_chop,-930.14015,38.46154,0.30500,1.89945,"{""trend_down_vol_high"": 4, ""trend_down_vol_mid"": 3, ""trend_flat_vol_high"": 5, ""trend_up_vol_high"": 1}","{""trend_down_vol_high"": -332.6151013559346, ""trend_down_vol_mid"": 489.6886146972339, ""trend_flat_vol_high"": -930.1401498836155, ""trend_up_vol_high"": 64.46645874362142}","{""trend_down_vol_high"": 0.2196643424474432, ""trend_down_vol_mid"": 7.5120064912324365, ""trend_flat_vol_high"": 0.0, ""trend_up_vol_high"": 999.0}","{""trend_down_vol_high"": 25.0, ""trend_down_vol_mid"": 66.66666666666666, ""trend_flat_vol_high"": 0.0, ""trend_up_vol_high"": 100.0}",,1,-87.07000,13.23000,short,-100.30000,500,-636.82697,-1683.56099,470.95568,0.96478,1.84419,84.00000,2,0.00000,-411.97962,-57.84928,0.66508,0.68774,-676.28663,102.64173,1.33016,4,-228.58636,0.00000,2,artifacts\research\xauusd\candidates\mean_reversion__5m_us_5m_us_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\mean_reversion__5m_us_5m_us_symbol_candidate_analysis.txt
volatility_breakout__5m_us,Generic volatility breakout [5m_us],single,5m_us,5m,us,volatility_breakout,long_only,long_leg,1362.54241,13,53.84615,4.12747,0.28404,8.64762,104.81095,0.34791,1.22378,4.79709,256.88743,-72.61160,3.53783,14.23077,trailing_stop,61.53846,1,0.00000,0.00000,trend_flat_vol_high,dislocated_chop,1456.45427,trend_up_vol_mid,orderly_trend,-164.74835,46.15385,0.89766,0.11312,"{""trend_flat_vol_high"": 3, ""trend_flat_vol_mid"": 2, ""trend_up_vol_high"": 2, ""trend_up_vol_mid"": 6}","{""trend_flat_vol_high"": 1456.4542695380255, ""trend_flat_vol_mid"": 81.41286876163461, ""trend_up_vol_high"": -10.57637849076329, ""trend_up_vol_mid"": -164.7483491459964}","{""trend_flat_vol_high"": 25.367301861104, ""trend_flat_vol_mid"": 46.76101813452007, ""trend_up_vol_high"": 0.8968145240455789, ""trend_up_vol_mid"": 0.3934622730065885}","{""trend_flat_vol_high"": 66.66666666666666, ""trend_flat_vol_mid"": 50.0, ""trend_up_vol_high"": 50.0, ""trend_up_vol_mid"": 50.0}",,1,-87.07000,13.23000,short,-100.30000,500,1213.44999,-193.52712,3080.90782,0.22432,0.50495,9.40000,2,100.00000,1155.10832,320.98249,21.79334,6.37022,-268.05100,1460.67327,27.29388,3,38.31004,1.64095,3,artifacts\research\xauusd\candidates\volatility_breakout__5m_us_5m_us_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\volatility_breakout__5m_us_5m_us_symbol_candidate_analysis.txt
opening_range_breakout__5m_us,Opening range breakout [5m_us],single,5m_us,5m,us,opening_range_breakout,long_only,long_leg,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,1,-87.07000,13.23000,short,-100.30000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\xauusd\candidates\opening_range_breakout__5m_us_5m_us_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\opening_range_breakout__5m_us_5m_us_symbol_candidate_analysis.txt
xauusd_volatility_breakout__5m_us,XAUUSD-tuned volatility breakout [5m_us],single,5m_us,5m,us,volatility_breakout,long_only,long_leg,925.49779,8,62.50000,5.94206,0.08094,5.35236,115.68722,0.46487,1.74575,11.43397,222.55352,-62.42327,3.56523,9.00000,trailing_stop,75.00000,1,0.00000,0.00000,trend_flat_vol_high,dislocated_chop,512.75989,trend_up_vol_mid,orderly_trend,-30.44535,37.50000,0.96913,0.05938,"{""trend_flat_vol_high"": 3, ""trend_flat_vol_mid"": 1, ""trend_up_vol_high"": 2, ""trend_up_vol_mid"": 2}","{""trend_flat_vol_high"": 512.7598916100591, ""trend_flat_vol_mid"": 83.19195655470581, ""trend_up_vol_high"": 359.9912946165983, ""trend_up_vol_mid"": -30.44535190142312}","{""trend_flat_vol_high"": 4.403290951026486, ""trend_flat_vol_mid"": 999.0, ""trend_up_vol_high"": 999.0, ""trend_up_vol_mid"": 0.16824841821145292}","{""trend_flat_vol_high"": 33.33333333333333, ""trend_flat_vol_mid"": 100.0, ""trend_up_vol_high"": 100.0, ""trend_up_vol_mid"": 50.0}",,1,-87.07000,13.23000,short,-100.30000,500,874.36781,-105.55328,2160.93849,0.09637,0.27025,7.80000,2,0.00000,465.74738,320.98249,999.00000,6.37022,140.57001,663.42579,999.00000,1,38.31004,1.64095,3,artifacts\research\xauusd\candidates\xauusd_volatility_breakout__5m_us_5m_us_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\xauusd_volatility_breakout__5m_us_5m_us_symbol_candidate_analysis.txt
xauusd_volatility_breakout_cross_tailwind__5m_us,XAUUSD-tuned volatility breakout with cross-asset gold tailwind confirmation [5m_us],single,5m_us,5m,us,volatility_breakout,long_only,long_leg,925.49779,8,62.50000,5.94206,0.08094,5.35236,115.68722,0.46487,1.74575,11.43397,222.55352,-62.42327,3.56523,9.00000,trailing_stop,75.00000,1,0.00000,0.00000,trend_flat_vol_high,dislocated_chop,512.75989,trend_up_vol_mid,orderly_trend,-30.44535,37.50000,0.96913,0.05938,"{""trend_flat_vol_high"": 3, ""trend_flat_vol_mid"": 1, ""trend_up_vol_high"": 2, ""trend_up_vol_mid"": 2}","{""trend_flat_vol_high"": 512.7598916100591, ""trend_flat_vol_mid"": 83.19195655470581, ""trend_up_vol_high"": 359.9912946165983, ""trend_up_vol_mid"": -30.44535190142312}","{""trend_flat_vol_high"": 4.403290951026486, ""trend_flat_vol_mid"": 999.0, ""trend_up_vol_high"": 999.0, ""trend_up_vol_mid"": 0.16824841821145292}","{""trend_flat_vol_high"": 33.33333333333333, ""trend_flat_vol_mid"": 100.0, ""trend_up_vol_high"": 100.0, ""trend_up_vol_mid"": 50.0}",,1,-87.07000,13.23000,short,-100.30000,500,874.36781,-105.55328,2160.93849,0.09637,0.27025,7.80000,2,0.00000,465.74738,320.98249,999.00000,6.37022,140.57001,663.42579,999.00000,1,38.31004,1.64095,3,artifacts\research\xauusd\candidates\xauusd_volatility_breakout_cross_tailwind__5m_us_5m_us_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\xauusd_volatility_breakout_cross_tailwind__5m_us_5m_us_symbol_candidate_analysis.txt
xauusd_short_breakdown__5m_us,XAUUSD short breakdown continuation [5m_us],single,5m_us,5m,us,xauusd_short_breakdown,short_only,short_leg,-540.94801,21,28.57143,0.65422,0.81130,14.05536,-25.75943,-0.15624,-0.17482,-0.66677,170.58101,-104.29560,1.63555,9.00000,trailing_stop,42.85714,1,0.00000,0.00000,trend_flat_vol_mid,orderly_range,192.69476,trend_up_vol_mid,orderly_trend,-329.86614,38.09524,0.20802,1.71186,"{""trend_down_vol_high"": 5, ""trend_down_vol_mid"": 2, ""trend_flat_vol_high"": 1, ""trend_flat_vol_mid"": 8, ""trend_up_vol_low"": 1, ""trend_up_vol_mid"": 4}","{""trend_down_vol_high"": -143.91123924313075, ""trend_down_vol_mid"": -243.13904012041093, ""trend_flat_vol_high"": -11.030296198667019, ""trend_flat_vol_mid"": 192.69475887037595, ""trend_up_vol_low"": -5.696061495243628, ""trend_up_vol_mid"": -329.86613535389245}","{""trend_down_vol_high"": 0.7231038089227807, ""trend_down_vol_mid"": 0.0, ""trend_flat_vol_high"": 0.0, ""trend_flat_vol_mid"": 1.4235304661823698, ""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 0.0}","{""trend_down_vol_high"": 40.0, ""trend_down_vol_mid"": 0.0, ""trend_flat_vol_high"": 0.0, ""trend_flat_vol_mid"": 50.0, ""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 0.0}",,1,-87.07000,13.23000,short,-100.30000,500,-511.59316,-1726.20855,610.69111,0.90520,1.91412,73.00000,2,0.00000,-475.09447,-145.39575,0.34875,0.43792,236.25417,-663.67968,0.13632,5,-113.52250,0.63224,4,artifacts\research\xauusd\candidates\xauusd_short_breakdown__5m_us_5m_us_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\xauusd_short_breakdown__5m_us_5m_us_symbol_candidate_analysis.txt
xauusd_vwap_reclaim__5m_us,XAUUSD VWAP reclaim after oversold washout [5m_us],single,5m_us,5m,us,xauusd_vwap_reclaim,long_only,long_leg,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,1,-87.07000,13.23000,short,-100.30000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\xauusd\candidates\xauusd_vwap_reclaim__5m_us_5m_us_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\xauusd_vwap_reclaim__5m_us_5m_us_symbol_candidate_analysis.txt
trend__5m_us__exit_trend,EMA trend continuation [5m_us] with trend-runner exits,entry_exit_family,5m_us,5m,us,trend__5m_us__exit_trend,both,combined,-315.64661,11,9.09091,0.64795,1.03438,7.69892,-28.69515,-0.13328,-0.24689,-0.30516,580.95731,-89.66039,6.47953,256.00000,trailing_stop,45.45455,1,0.00000,0.00000,trend_up_vol_mid,orderly_trend,259.92686,trend_up_vol_high,trend_expansion,-363.18625,45.45455,0.31110,1.39726,"{""trend_up_vol_high"": 2, ""trend_up_vol_low"": 4, ""trend_up_vol_mid"": 5}","{""trend_up_vol_high"": -363.1862507877237, ""trend_up_vol_low"": -212.38722358699596, ""trend_up_vol_mid"": 259.9268635851081}","{""trend_up_vol_high"": 0.0, ""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 1.809664215443708}","{""trend_up_vol_high"": 0.0, ""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 20.0}",,1,-87.07000,13.23000,short,-100.30000,500,-311.73604,-1264.20242,1128.70320,0.71008,1.27932,69.00000,2,100.00000,1396.62998,515.51569,7.99856,2.91579,-966.85247,1492.21486,11.35138,5,539.96846,3.34146,7,artifacts\research\xauusd\candidates\trend__5m_us__exit_trend_5m_us_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\trend__5m_us__exit_trend_5m_us_symbol_candidate_analysis.txt
trend__5m_us__exit_fastfail,EMA trend continuation [5m_us] with fast-fail exits,entry_exit_family,5m_us,5m,us,trend__5m_us__exit_fastfail,both,combined,-358.94284,11,9.09091,0.61811,1.00368,7.69862,-32.63117,-0.15075,-0.27311,-0.35763,580.95731,-93.99002,6.18105,254.18182,stop_loss,36.36364,1,0.00000,0.00000,trend_up_vol_mid,orderly_trend,189.83296,trend_up_vol_high,trend_expansion,-336.38858,45.45455,0.25701,1.77202,"{""trend_up_vol_high"": 2, ""trend_up_vol_low"": 4, ""trend_up_vol_mid"": 5}","{""trend_up_vol_high"": -336.3885823727128, ""trend_up_vol_low"": -212.38722358699596, ""trend_up_vol_mid"": 189.8329622458512}","{""trend_up_vol_high"": 0.0, ""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 1.4853519447263446}","{""trend_up_vol_high"": 0.0, ""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 20.0}",,1,-87.07000,13.23000,short,-100.30000,500,-357.86829,-1292.34137,1049.80582,0.74953,1.30635,69.00000,2,50.00000,880.41619,191.50134,4.80286,2.70067,-870.92457,662.76962,3.66994,6,441.19322,4.57970,7,artifacts\research\xauusd\candidates\trend__5m_us__exit_fastfail_5m_us_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\trend__5m_us__exit_fastfail_5m_us_symbol_candidate_analysis.txt
momentum__5m_us__exit_trend,Momentum confirmation [5m_us] with trend-runner exits,entry_exit_family,5m_us,5m,us,momentum__5m_us__exit_trend,both,combined,1212.94873,9,33.33333,2.21654,1.04438,5.77792,134.77208,0.18766,0.61041,1.16140,736.66598,-166.17487,4.43308,169.88889,trailing_stop,44.44444,1,0.00000,0.00000,trend_up_vol_high,trend_expansion,1524.56916,trend_flat_vol_mid,orderly_range,-243.09578,77.77778,0.83029,0.15945,"{""trend_flat_vol_mid"": 1, ""trend_up_vol_high"": 7, ""trend_up_vol_low"": 1}","{""trend_flat_vol_mid"": -243.0957834286244, ""trend_up_vol_high"": 1524.569161706603, ""trend_up_vol_low"": -68.52464783101993}","{""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 3.2242561663417386, ""trend_up_vol_low"": 0.0}","{""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 42.857142857142854, ""trend_up_vol_low"": 0.0}",,1,-87.07000,13.23000,short,-100.30000,500,997.67944,-1397.93669,5204.99719,0.69176,1.58624,36.40000,2,0.00000,-264.83268,133.48593,0.46633,1.62466,-368.04408,-177.13786,0.70092,5,222.16229,2.15205,5,artifacts\research\xauusd\candidates\momentum__5m_us__exit_trend_5m_us_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\momentum__5m_us__exit_trend_5m_us_symbol_candidate_analysis.txt
momentum__5m_us__exit_fastfail,Momentum confirmation [5m_us] with fast-fail exits,entry_exit_family,5m_us,5m,us,momentum__5m_us__exit_fastfail,both,combined,1239.31848,10,30.00000,1.92374,1.01741,6.40311,123.93185,0.16548,0.51924,1.21811,860.31527,-191.66105,4.48873,123.20000,stop_loss,30.00000,1,0.00000,0.00000,trend_flat_vol_high,dislocated_chop,2165.19513,trend_flat_vol_mid,orderly_range,-481.04556,60.00000,0.70047,0.22217,"{""trend_flat_vol_high"": 1, ""trend_flat_vol_mid"": 2, ""trend_up_vol_high"": 6, ""trend_up_vol_low"": 1}","{""trend_flat_vol_high"": 2165.195126420004, ""trend_flat_vol_mid"": -481.0455569545151, ""trend_up_vol_high"": -376.30643956531736, ""trend_up_vol_low"": -68.52464783101993}","{""trend_flat_vol_high"": 999.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 0.5248998664358745, ""trend_up_vol_low"": 0.0}","{""trend_flat_vol_high"": 100.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 33.33333333333333, ""trend_up_vol_low"": 0.0}",,1,-87.07000,13.23000,short,-100.30000,500,987.06139,-1740.87061,5513.57893,0.91114,1.90712,37.80000,2,0.00000,-278.63721,411.66173,0.50832,2.72322,-272.46387,-83.64600,0.85877,5,550.33373,3.85383,5,artifacts\research\xauusd\candidates\momentum__5m_us__exit_fastfail_5m_us_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\momentum__5m_us__exit_fastfail_5m_us_symbol_candidate_analysis.txt
mean_reversion__5m_us__exit_quick,Intraday mean reversion [5m_us] with quick-fail mean reversion exits,entry_exit_family,5m_us,5m,us,mean_reversion__5m_us__exit_quick,both,combined,-383.92843,13,23.07692,0.65032,0.58377,8.39585,-29.53296,-0.16359,-0.22021,-0.65767,238.00423,-109.79411,2.16773,16.15385,structure_exit,69.23077,1,0.00000,0.00000,trend_down_vol_mid,orderly_trend,545.18379,trend_flat_vol_high,dislocated_chop,-808.15076,38.46154,0.36979,1.48235,"{""trend_down_vol_high"": 4, ""trend_down_vol_mid"": 3, ""trend_flat_vol_high"": 5, ""trend_up_vol_high"": 1}","{""trend_down_vol_high"": -21.242192981546317, ""trend_down_vol_mid"": 545.1837862283224, ""trend_flat_vol_high"": -808.1507638153, ""trend_up_vol_high"": -99.71925594833355}","{""trend_down_vol_high"": 0.8150815177782199, ""trend_down_vol_mid"": 8.249995708045134, ""trend_flat_vol_high"": 0.0, ""trend_up_vol_high"": 0.0}","{""trend_down_vol_high"": 25.0, ""trend_down_vol_mid"": 66.66666666666666, ""trend_flat_vol_high"": 0.0, ""trend_up_vol_high"": 0.0}",,1,-87.07000,13.23000,short,-100.30000,500,-347.09395,-1292.66447,713.34674,0.70912,1.38482,72.00000,2,0.00000,-202.74782,-8.10361,1.03229,0.95703,-477.10396,213.23210,2.06458,4,-213.68766,0.00000,2,artifacts\research\xauusd\candidates\mean_reversion__5m_us__exit_quick_5m_us_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\mean_reversion__5m_us__exit_quick_5m_us_symbol_candidate_analysis.txt
volatility_breakout__5m_us__exit_trend,Generic volatility breakout [5m_us] with trend-runner exits,entry_exit_family,5m_us,5m,us,volatility_breakout,long_only,long_leg,1136.96204,13,46.15385,3.51391,0.42682,8.64604,87.45862,0.30451,1.09964,2.66378,264.87162,-64.60967,4.09957,25.00000,trailing_stop,53.84615,1,0.00000,0.00000,trend_flat_vol_high,dislocated_chop,1334.46488,trend_up_vol_mid,orderly_trend,-213.14414,46.15385,0.85880,0.15972,"{""trend_flat_vol_high"": 3, ""trend_flat_vol_mid"": 2, ""trend_up_vol_high"": 2, ""trend_up_vol_mid"": 6}","{""trend_flat_vol_high"": 1334.46488346971, ""trend_flat_vol_mid"": 26.217671130738008, ""trend_up_vol_high"": -10.57637849076329, ""trend_up_vol_mid"": -213.14413837310437}","{""trend_flat_vol_high"": 23.32635058899831, ""trend_flat_vol_mid"": 2.6008037071284544, ""trend_up_vol_high"": 0.8968145240455789, ""trend_up_vol_mid"": 0.22102227017760415}","{""trend_flat_vol_high"": 66.66666666666666, ""trend_flat_vol_mid"": 50.0, ""trend_up_vol_high"": 50.0, ""trend_up_vol_mid"": 33.33333333333333}",,1,-87.07000,13.23000,short,-100.30000,500,1002.89645,-342.71525,2809.02291,0.25233,0.55315,12.40000,2,100.00000,1076.11520,270.43689,20.11698,5.52456,-336.94501,1338.68389,25.09792,3,77.50663,2.29673,3,artifacts\research\xauusd\candidates\volatility_breakout__5m_us__exit_trend_5m_us_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\volatility_breakout__5m_us__exit_trend_5m_us_symbol_candidate_analysis.txt
