name,description,archetype,realized_pnl,closed_trades,win_rate_pct,profit_factor,max_drawdown_pct,total_costs,expectancy,avg_win,avg_loss,payoff_ratio,avg_hold_bars,dominant_exit,dominant_exit_share_pct,component_count,combo_outperformance_score,combo_trade_overlap_pct,best_regime,best_regime_pnl,worst_regime,worst_regime_pnl,dominant_regime_share_pct,regime_stability_score,regime_loss_ratio,regime_trade_count_by_label,regime_pnl_by_label,regime_pf_by_label,regime_win_rate_by_label,regime_filter_label,walk_forward_windows,walk_forward_pass_rate_pct,walk_forward_avg_validation_pnl,walk_forward_avg_test_pnl,walk_forward_avg_validation_pf,walk_forward_avg_test_pf,train_pnl,validation_pnl,validation_profit_factor,validation_closed_trades,test_pnl,test_profit_factor,test_closed_trades,trade_log_path,trade_analysis_path
stock_trend_breakout__5m_open__exit_trend,Stock trend breakout outside event blackout windows [5m_open] with trend-runner exits,entry_exit_family,-29.97484,52,15.38462,0.14768,0.02997,26.48250,-0.57644,0.64921,-0.79928,0.81224,16.03846,stop_loss,32.69231,1,0.00000,0.00000,trend_down_vol_high,-2.73360,trend_flat_vol_high,-18.58058,55.76923,0.00000,999.00000,"{""trend_down_vol_high"": 4, ""trend_flat_vol_high"": 29, ""trend_up_vol_high"": 19}","{""trend_down_vol_high"": -2.733597646315379, ""trend_flat_vol_high"": -18.5805834233693, ""trend_up_vol_high"": -8.660661821654353}","{""trend_down_vol_high"": 0.22877848482667656, ""trend_flat_vol_high"": 0.08806340214526652, ""trend_up_vol_high"": 0.2301067611232662}","{""trend_down_vol_high"": 25.0, ""trend_flat_vol_high"": 13.793103448275861, ""trend_up_vol_high"": 15.789473684210526}",,3,0.00000,-8.93006,-5.79828,0.02014,0.24728,-11.03563,-8.94230,0.01993,11,-6.15927,0.26667,14,artifacts\research\msft\candidates\stock_trend_breakout__5m_open__exit_trend_5m_open_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_trend_breakout__5m_open__exit_trend_5m_open_symbol_candidate_analysis.txt
stock_trend_breakout__5m_open__exit_fastfail,Stock trend breakout outside event blackout windows [5m_open] with fast-fail exits,entry_exit_family,-31.44462,58,12.06897,0.10215,0.03158,29.53617,-0.54215,0.51107,-0.68671,0.74423,9.06897,structure_exit,41.37931,1,0.00000,0.00000,trend_down_vol_high,-1.25737,trend_flat_vol_high,-21.23892,53.44828,0.00000,999.00000,"{""trend_down_vol_high"": 4, ""trend_flat_vol_high"": 31, ""trend_up_vol_high"": 23}","{""trend_down_vol_high"": -1.2573749773765703, ""trend_flat_vol_high"": -21.238918862092277, ""trend_up_vol_high"": -8.948331145886822}","{""trend_down_vol_high"": 0.3920676860477278, ""trend_flat_vol_high"": 0.019778619284980873, ""trend_up_vol_high"": 0.20715543106608314}","{""trend_down_vol_high"": 25.0, ""trend_flat_vol_high"": 3.225806451612903, ""trend_up_vol_high"": 21.73913043478261}",,3,0.00000,-7.94454,-5.32137,0.00229,0.24699,-11.54413,-7.70951,0.00686,11,-6.17585,0.23981,16,artifacts\research\msft\candidates\stock_trend_breakout__5m_open__exit_fastfail_5m_open_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_trend_breakout__5m_open__exit_fastfail_5m_open_symbol_candidate_analysis.txt
stock_gap_fade__5m_open__exit_trend,Stock gap fade after overextended opening move [5m_open] with trend-runner exits,entry_exit_family,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,0.00000,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,3,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\msft\candidates\stock_gap_fade__5m_open__exit_trend_5m_open_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_gap_fade__5m_open__exit_trend_5m_open_symbol_candidate_analysis.txt
stock_gap_fade__5m_open__exit_fastfail,Stock gap fade after overextended opening move [5m_open] with fast-fail exits,entry_exit_family,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,0.00000,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,3,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\msft\candidates\stock_gap_fade__5m_open__exit_fastfail_5m_open_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_gap_fade__5m_open__exit_fastfail_5m_open_symbol_candidate_analysis.txt
stock_gap_and_go__5m_open__exit_trend,Stock gap-and-go continuation after the open [5m_open] with trend-runner exits,entry_exit_family,-9.98292,17,11.76471,0.10356,0.00998,8.65409,-0.58723,0.57662,-0.74241,0.77668,18.17647,trailing_stop,35.29412,1,0.00000,0.00000,trend_flat_vol_high,-1.82036,trend_up_vol_high,-8.16255,64.70588,0.00000,999.00000,"{""trend_flat_vol_high"": 6, ""trend_up_vol_high"": 11}","{""trend_flat_vol_high"": -1.8203621383901958, ""trend_up_vol_high"": -8.16255452029256}","{""trend_flat_vol_high"": 0.32259584645213957, ""trend_up_vol_high"": 0.03388999983906456}","{""trend_flat_vol_high"": 16.666666666666664, ""trend_up_vol_high"": 9.090909090909092}",,3,0.00000,-2.15579,-2.53242,0.00000,0.18312,-4.01334,-2.42243,0.00000,3,-2.28912,0.27468,4,artifacts\research\msft\candidates\stock_gap_and_go__5m_open__exit_trend_5m_open_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_gap_and_go__5m_open__exit_trend_5m_open_symbol_candidate_analysis.txt
stock_gap_and_go__5m_open__exit_fastfail,Stock gap-and-go continuation after the open [5m_open] with fast-fail exits,entry_exit_family,-9.88887,18,16.66667,0.06125,0.01002,9.16283,-0.54938,0.21508,-0.70227,0.30627,12.38889,take_profit,33.33333,1,0.00000,0.00000,trend_flat_vol_high,-2.25919,trend_up_vol_high,-7.62968,66.66667,0.00000,999.00000,"{""trend_flat_vol_high"": 6, ""trend_up_vol_high"": 12}","{""trend_flat_vol_high"": -2.2591888026849682, ""trend_up_vol_high"": -7.629682595699322}","{""trend_flat_vol_high"": 0.22154042555193468, ""trend_up_vol_high"": 0.0003026319912032894}","{""trend_flat_vol_high"": 33.33333333333333, ""trend_up_vol_high"": 8.333333333333332}",,3,0.00000,-2.15579,-2.23791,0.00000,0.20269,-2.85750,-2.42243,0.00000,3,-2.21211,0.22519,4,artifacts\research\msft\candidates\stock_gap_and_go__5m_open__exit_fastfail_5m_open_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_gap_and_go__5m_open__exit_fastfail_5m_open_symbol_candidate_analysis.txt
stock_gap_open_reclaim__5m_open__exit_trend,Stock gap continuation after reclaiming premarket structure [5m_open] with trend-runner exits,entry_exit_family,-10.36910,20,5.00000,0.05645,0.01090,10.18002,-0.51845,0.62041,-0.57840,1.07264,11.20000,trailing_stop,35.00000,1,0.00000,0.00000,trend_flat_vol_mid,-0.30731,trend_up_vol_high,-3.27864,35.00000,0.00000,999.00000,"{""trend_flat_vol_high"": 6, ""trend_flat_vol_low"": 1, ""trend_flat_vol_mid"": 1, ""trend_up_vol_high"": 7, ""trend_up_vol_low"": 1, ""trend_up_vol_mid"": 4}","{""trend_flat_vol_high"": -3.2663852356996164, ""trend_flat_vol_low"": -0.6236865454920641, ""trend_flat_vol_mid"": -0.3073075961921422, ""trend_up_vol_high"": -3.278644996153945, ""trend_up_vol_low"": -0.630846896504323, ""trend_up_vol_mid"": -2.2622283134245866}","{""trend_flat_vol_high"": 0.0, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 0.15911784953953237, ""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 0.0}","{""trend_flat_vol_high"": 0.0, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 14.285714285714285, ""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 0.0}",,3,0.00000,-1.83004,-2.85388,0.00000,0.13202,-3.75348,-1.94229,0.00000,3,-2.23129,0.21756,5,artifacts\research\msft\candidates\stock_gap_open_reclaim__5m_open__exit_trend_5m_open_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_gap_open_reclaim__5m_open__exit_trend_5m_open_symbol_candidate_analysis.txt
stock_gap_open_reclaim__5m_open__exit_fastfail,Stock gap continuation after reclaiming premarket structure [5m_open] with fast-fail exits,entry_exit_family,-10.95466,22,9.09091,0.06120,0.01170,11.19679,-0.49794,0.35705,-0.58344,0.61197,7.31818,take_profit,31.81818,1,0.00000,0.00000,trend_flat_vol_mid,-0.30731,trend_up_vol_high,-4.03696,40.90909,0.00000,999.00000,"{""trend_flat_vol_high"": 6, ""trend_flat_vol_low"": 1, ""trend_flat_vol_mid"": 1, ""trend_up_vol_high"": 9, ""trend_up_vol_low"": 1, ""trend_up_vol_mid"": 4}","{""trend_flat_vol_high"": -3.052698336680015, ""trend_flat_vol_low"": -0.6236865454920641, ""trend_flat_vol_mid"": -0.3073075961921422, ""trend_up_vol_high"": -4.036960713965154, ""trend_up_vol_low"": -0.630846896504323, ""trend_up_vol_mid"": -2.303162816201894}","{""trend_flat_vol_high"": 0.12310306537716245, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 0.06605848314162295, ""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 0.0}","{""trend_flat_vol_high"": 16.666666666666664, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 11.11111111111111, ""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 0.0}",,3,0.00000,-1.83004,-2.54838,0.00000,0.19695,-3.79442,-1.94229,0.00000,3,-2.13780,0.25039,6,artifacts\research\msft\candidates\stock_gap_open_reclaim__5m_open__exit_fastfail_5m_open_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_gap_open_reclaim__5m_open__exit_fastfail_5m_open_symbol_candidate_analysis.txt
stock_premarket_sweep_reversal__5m_open__exit_trend,Stock premarket sweep reversal after failed opening extension [5m_open] with trend-runner exits,entry_exit_family,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,0.00000,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,3,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\msft\candidates\stock_premarket_sweep_reversal__5m_open__exit_trend_5m_open_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_premarket_sweep_reversal__5m_open__exit_trend_5m_open_symbol_candidate_analysis.txt
stock_premarket_sweep_reversal__5m_open__exit_fastfail,Stock premarket sweep reversal after failed opening extension [5m_open] with fast-fail exits,entry_exit_family,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,0.00000,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,3,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\msft\candidates\stock_premarket_sweep_reversal__5m_open__exit_fastfail_5m_open_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_premarket_sweep_reversal__5m_open__exit_fastfail_5m_open_symbol_candidate_analysis.txt
momentum__5m_open__exit_trend,Momentum confirmation [5m_open] with trend-runner exits,entry_exit_family,-65.94317,97,7.21649,0.03080,0.06594,49.39724,-0.67983,0.29941,-0.75599,0.39606,9.71134,stop_loss,52.57732,1,0.00000,0.00000,trend_flat_vol_low,-1.90360,trend_up_vol_high,-21.22050,32.98969,0.00000,999.00000,"{""trend_flat_vol_high"": 32, ""trend_flat_vol_low"": 3, ""trend_flat_vol_mid"": 24, ""trend_up_vol_high"": 26, ""trend_up_vol_mid"": 12}","{""trend_flat_vol_high"": -17.065210699188295, ""trend_flat_vol_low"": -1.903596559482768, ""trend_flat_vol_mid"": -18.445348469028925, ""trend_up_vol_high"": -21.220498406832, ""trend_up_vol_mid"": -7.308512040969385}","{""trend_flat_vol_high"": 0.06133294080296527, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 0.011966929309079711, ""trend_up_vol_mid"": 0.0901146490050332}","{""trend_flat_vol_high"": 15.625, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 3.8461538461538463, ""trend_up_vol_mid"": 8.333333333333332}",,3,0.00000,-13.71758,-15.59622,0.00000,0.06718,-24.73424,-12.32233,0.00000,17,-18.91123,0.06599,27,artifacts\research\msft\candidates\momentum__5m_open__exit_trend_5m_open_symbol_candidate_trades.csv,artifacts\research\msft\candidates\momentum__5m_open__exit_trend_5m_open_symbol_candidate_analysis.txt
momentum__5m_open__exit_fastfail,Momentum confirmation [5m_open] with fast-fail exits,entry_exit_family,-67.29784,101,4.95050,0.03120,0.06730,51.43354,-0.66632,0.43352,-0.72360,0.59911,7.65347,structure_exit,35.64356,1,0.00000,0.00000,trend_flat_vol_low,-1.90360,trend_up_vol_high,-21.62630,33.66337,0.00000,999.00000,"{""trend_flat_vol_high"": 34, ""trend_flat_vol_low"": 3, ""trend_flat_vol_mid"": 23, ""trend_up_vol_high"": 27, ""trend_up_vol_mid"": 14}","{""trend_flat_vol_high"": -17.282128946660624, ""trend_flat_vol_low"": -1.903596559482768, ""trend_flat_vol_mid"": -17.51754364185669, ""trend_up_vol_high"": -21.626300584064182, ""trend_up_vol_mid"": -8.968270869419857}","{""trend_flat_vol_high"": 0.07709893139117462, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 0.0, ""trend_up_vol_mid"": 0.07468264332148142}","{""trend_flat_vol_high"": 11.76470588235294, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 0.0, ""trend_up_vol_mid"": 7.142857142857142}",,3,0.00000,-13.70808,-16.68909,0.00000,0.06296,-24.50506,-12.72332,0.00000,18,-19.61328,0.05967,29,artifacts\research\msft\candidates\momentum__5m_open__exit_fastfail_5m_open_symbol_candidate_trades.csv,artifacts\research\msft\candidates\momentum__5m_open__exit_fastfail_5m_open_symbol_candidate_analysis.txt
stock_trend_breakout__5m_power,Stock trend breakout outside event blackout windows [5m_power],single,-15.31215,24,8.33333,0.06973,0.01517,12.21054,-0.63801,0.57390,-0.74818,0.76707,8.83333,structure_exit,41.66667,1,0.00000,0.00000,trend_flat_vol_high,-5.23819,trend_up_vol_high,-10.07395,66.66667,0.00000,999.00000,"{""trend_flat_vol_high"": 8, ""trend_up_vol_high"": 16}","{""trend_flat_vol_high"": -5.238193767324764, ""trend_up_vol_high"": -10.073952637606416}","{""trend_flat_vol_high"": 0.0, ""trend_up_vol_high"": 0.10228415731249707}","{""trend_flat_vol_high"": 0.0, ""trend_up_vol_high"": 12.5}",,3,0.00000,-2.00818,-3.77776,0.20239,0.11782,-6.07075,-0.41084,0.60716,2,-5.15288,0.00000,5,artifacts\research\msft\candidates\stock_trend_breakout__5m_power_5m_power_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_trend_breakout__5m_power_5m_power_symbol_candidate_analysis.txt
stock_gap_fade__5m_power,Stock gap fade after overextended opening move [5m_power],single,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,0.00000,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,3,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\msft\candidates\stock_gap_fade__5m_power_5m_power_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_gap_fade__5m_power_5m_power_symbol_candidate_analysis.txt
stock_gap_and_go__5m_power,Stock gap-and-go continuation after the open [5m_power],single,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,0.00000,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,3,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\msft\candidates\stock_gap_and_go__5m_power_5m_power_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_gap_and_go__5m_power_5m_power_symbol_candidate_analysis.txt
stock_gap_open_reclaim__5m_power,Stock gap continuation after reclaiming premarket structure [5m_power],single,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,0.00000,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,3,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\msft\candidates\stock_gap_open_reclaim__5m_power_5m_power_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_gap_open_reclaim__5m_power_5m_power_symbol_candidate_analysis.txt
stock_premarket_sweep_reversal__5m_power,Stock premarket sweep reversal after failed opening extension [5m_power],single,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,0.00000,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,3,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\msft\candidates\stock_premarket_sweep_reversal__5m_power_5m_power_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_premarket_sweep_reversal__5m_power_5m_power_symbol_candidate_analysis.txt
momentum__5m_power,Momentum confirmation [5m_power],single,-38.73729,53,3.77358,0.01193,0.03859,26.97343,-0.73089,0.23395,-0.76873,0.30433,7.16981,stop_loss,49.05660,1,0.00000,0.00000,trend_up_vol_low,-0.64269,trend_flat_vol_mid,-9.78763,26.41509,0.00000,999.00000,"{""trend_flat_vol_high"": 12, ""trend_flat_vol_low"": 5, ""trend_flat_vol_mid"": 14, ""trend_up_vol_high"": 9, ""trend_up_vol_low"": 1, ""trend_up_vol_mid"": 12}","{""trend_flat_vol_high"": -6.4757748361878935, ""trend_flat_vol_low"": -8.541305933179057, ""trend_flat_vol_mid"": -9.787633381081577, ""trend_up_vol_high"": -6.37885856508476, ""trend_up_vol_low"": -0.6426890192738037, ""trend_up_vol_mid"": -6.911033106121403}","{""trend_flat_vol_high"": 0.006769392433043279, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 0.0, ""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 0.0577743850557237}","{""trend_flat_vol_high"": 8.333333333333332, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 0.0, ""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 8.333333333333332}",,3,0.00000,-9.99919,-15.98991,0.00000,0.00000,-4.44282,-10.12609,0.00000,14,-17.39020,0.00000,16,artifacts\research\msft\candidates\momentum__5m_power_5m_power_symbol_candidate_trades.csv,artifacts\research\msft\candidates\momentum__5m_power_5m_power_symbol_candidate_analysis.txt
stock_trend_breakout__5m_power__exit_trend,Stock trend breakout outside event blackout windows [5m_power] with trend-runner exits,entry_exit_family,-16.31461,23,8.69565,0.06573,0.01617,11.70079,-0.70933,0.57390,-0.83154,0.69017,11.69565,stop_loss,34.78261,1,0.00000,0.00000,trend_flat_vol_high,-4.82204,trend_up_vol_high,-11.49257,69.56522,0.00000,999.00000,"{""trend_flat_vol_high"": 7, ""trend_up_vol_high"": 16}","{""trend_flat_vol_high"": -4.822044607443522, ""trend_up_vol_high"": -11.49256901193214}","{""trend_flat_vol_high"": 0.0, ""trend_up_vol_high"": 0.09080491298014699}","{""trend_flat_vol_high"": 0.0, ""trend_up_vol_high"": 12.5}",,3,0.00000,-2.02717,-3.76244,0.20239,0.11807,-5.43133,-0.41084,0.60716,2,-5.12989,0.00000,5,artifacts\research\msft\candidates\stock_trend_breakout__5m_power__exit_trend_5m_power_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_trend_breakout__5m_power__exit_trend_5m_power_symbol_candidate_analysis.txt
stock_trend_breakout__5m_power__exit_fastfail,Stock trend breakout outside event blackout windows [5m_power] with fast-fail exits,entry_exit_family,-16.05295,25,8.00000,0.06673,0.01591,12.71836,-0.64212,0.57390,-0.74786,0.76740,7.56000,structure_exit,44.00000,1,0.00000,0.00000,trend_flat_vol_high,-6.05945,trend_up_vol_high,-9.99350,64.00000,0.00000,999.00000,"{""trend_flat_vol_high"": 9, ""trend_up_vol_high"": 16}","{""trend_flat_vol_high"": -6.059448457892033, ""trend_up_vol_high"": -9.993502748114905}","{""trend_flat_vol_high"": 0.0, ""trend_up_vol_high"": 0.10302273727555039}","{""trend_flat_vol_high"": 0.0, ""trend_up_vol_high"": 12.5}",,3,0.00000,-2.00818,-3.77776,0.20239,0.11782,-6.08205,-0.41084,0.60716,2,-5.15288,0.00000,5,artifacts\research\msft\candidates\stock_trend_breakout__5m_power__exit_fastfail_5m_power_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_trend_breakout__5m_power__exit_fastfail_5m_power_symbol_candidate_analysis.txt
stock_gap_fade__5m_power__exit_trend,Stock gap fade after overextended opening move [5m_power] with trend-runner exits,entry_exit_family,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,0.00000,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,3,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\msft\candidates\stock_gap_fade__5m_power__exit_trend_5m_power_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_gap_fade__5m_power__exit_trend_5m_power_symbol_candidate_analysis.txt
stock_gap_fade__5m_power__exit_fastfail,Stock gap fade after overextended opening move [5m_power] with fast-fail exits,entry_exit_family,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,0.00000,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,3,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\msft\candidates\stock_gap_fade__5m_power__exit_fastfail_5m_power_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_gap_fade__5m_power__exit_fastfail_5m_power_symbol_candidate_analysis.txt
