name,description,archetype,realized_pnl,closed_trades,win_rate_pct,profit_factor,max_drawdown_pct,total_costs,expectancy,avg_win,avg_loss,payoff_ratio,avg_hold_bars,dominant_exit,dominant_exit_share_pct,component_count,combo_outperformance_score,combo_trade_overlap_pct,best_regime,best_regime_pnl,worst_regime,worst_regime_pnl,dominant_regime_share_pct,regime_stability_score,regime_loss_ratio,regime_trade_count_by_label,regime_pnl_by_label,regime_pf_by_label,regime_win_rate_by_label,regime_filter_label,walk_forward_windows,walk_forward_pass_rate_pct,walk_forward_avg_validation_pnl,walk_forward_avg_test_pnl,walk_forward_avg_validation_pf,walk_forward_avg_test_pf,train_pnl,validation_pnl,validation_profit_factor,validation_closed_trades,test_pnl,test_profit_factor,test_closed_trades,trade_log_path,trade_analysis_path
stock_gap_open_reclaim__5m_power__exit_fastfail,Stock gap continuation after reclaiming premarket structure [5m_power] with fast-fail exits,entry_exit_family,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,0.00000,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,3,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\msft\candidates\stock_gap_open_reclaim__5m_power__exit_fastfail_5m_power_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_gap_open_reclaim__5m_power__exit_fastfail_5m_power_symbol_candidate_analysis.txt
stock_premarket_sweep_reversal__5m_power__exit_trend,Stock premarket sweep reversal after failed opening extension [5m_power] with trend-runner exits,entry_exit_family,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,0.00000,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,3,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\msft\candidates\stock_premarket_sweep_reversal__5m_power__exit_trend_5m_power_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_premarket_sweep_reversal__5m_power__exit_trend_5m_power_symbol_candidate_analysis.txt
stock_premarket_sweep_reversal__5m_power__exit_fastfail,Stock premarket sweep reversal after failed opening extension [5m_power] with fast-fail exits,entry_exit_family,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,0.00000,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,3,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\msft\candidates\stock_premarket_sweep_reversal__5m_power__exit_fastfail_5m_power_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_premarket_sweep_reversal__5m_power__exit_fastfail_5m_power_symbol_candidate_analysis.txt
momentum__5m_power__exit_trend,Momentum confirmation [5m_power] with trend-runner exits,entry_exit_family,-39.89108,52,5.76923,0.01589,0.03974,26.46388,-0.76714,0.21469,-0.82725,0.25953,9.38462,stop_loss,59.61538,1,0.00000,0.00000,trend_up_vol_low,-0.64269,trend_flat_vol_mid,-10.02199,26.92308,0.00000,999.00000,"{""trend_flat_vol_high"": 12, ""trend_flat_vol_low"": 5, ""trend_flat_vol_mid"": 14, ""trend_up_vol_high"": 9, ""trend_up_vol_low"": 1, ""trend_up_vol_mid"": 11}","{""trend_flat_vol_high"": -6.8929250023078685, ""trend_flat_vol_low"": -8.597770762449507, ""trend_flat_vol_mid"": -10.021987406991677, ""trend_up_vol_high"": -7.532110435303149, ""trend_up_vol_low"": -0.6426890192738037, ""trend_up_vol_mid"": -6.20360078449347}","{""trend_flat_vol_high"": 0.0063623247649591185, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 0.022855595557638456, ""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 0.06394146241710015}","{""trend_flat_vol_high"": 8.333333333333332, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 11.11111111111111, ""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 9.090909090909092}",,3,0.00000,-10.18457,-15.47403,0.00000,0.00000,-4.52527,-10.29249,0.00000,14,-16.87115,0.00000,15,artifacts\research\msft\candidates\momentum__5m_power__exit_trend_5m_power_symbol_candidate_trades.csv,artifacts\research\msft\candidates\momentum__5m_power__exit_trend_5m_power_symbol_candidate_analysis.txt
momentum__5m_power__exit_fastfail,Momentum confirmation [5m_power] with fast-fail exits,entry_exit_family,-38.89261,53,1.88679,0.01078,0.03875,26.97352,-0.73382,0.42376,-0.75608,0.56047,5.90566,stop_loss,45.28302,1,0.00000,0.00000,trend_up_vol_low,-0.64269,trend_flat_vol_mid,-9.52290,26.41509,0.00000,999.00000,"{""trend_flat_vol_high"": 12, ""trend_flat_vol_low"": 5, ""trend_flat_vol_mid"": 14, ""trend_up_vol_high"": 8, ""trend_up_vol_low"": 1, ""trend_up_vol_mid"": 13}","{""trend_flat_vol_high"": -6.741519309662332, ""trend_flat_vol_low"": -8.581281033547521, ""trend_flat_vol_mid"": -9.522898278891446, ""trend_up_vol_high"": -6.0657593396013905, ""trend_up_vol_low"": -0.6426890192738037, ""trend_up_vol_mid"": -7.338466749830121}","{""trend_flat_vol_high"": 0.0, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 0.0, ""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 0.054592990587417164}","{""trend_flat_vol_high"": 0.0, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 0.0, ""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 7.6923076923076925}",,3,0.00000,-10.07764,-15.98991,0.00000,0.00000,-4.56035,-10.20454,0.00000,14,-17.39020,0.00000,16,artifacts\research\msft\candidates\momentum__5m_power__exit_fastfail_5m_power_symbol_candidate_trades.csv,artifacts\research\msft\candidates\momentum__5m_power__exit_fastfail_5m_power_symbol_candidate_analysis.txt
stock_trend_breakout__5m_midday,Stock trend breakout outside event blackout windows [5m_midday],single,-14.52931,31,19.35484,0.12985,0.01453,15.76844,-0.46869,0.36137,-0.66790,0.54106,9.77419,stop_loss,35.48387,1,0.00000,0.00000,trend_down_vol_high,-0.65082,trend_up_vol_high,-11.64636,83.87097,0.00000,999.00000,"{""trend_down_vol_high"": 1, ""trend_flat_vol_high"": 4, ""trend_up_vol_high"": 26}","{""trend_down_vol_high"": -0.6508240043485735, ""trend_flat_vol_high"": -2.2321272021905023, ""trend_up_vol_high"": -11.646356092579692}","{""trend_down_vol_high"": 0.0, ""trend_flat_vol_high"": 0.0, ""trend_up_vol_high"": 0.15695321533842474}","{""trend_down_vol_high"": 0.0, ""trend_flat_vol_high"": 0.0, ""trend_up_vol_high"": 23.076923076923077}",,3,0.00000,-3.19151,-4.53680,0.03907,0.22712,-2.09130,-4.02886,0.05387,7,-6.08947,0.12964,13,artifacts\research\msft\candidates\stock_trend_breakout__5m_midday_5m_midday_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_trend_breakout__5m_midday_5m_midday_symbol_candidate_analysis.txt
stock_gap_fade__5m_midday,Stock gap fade after overextended opening move [5m_midday],single,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,0.00000,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,3,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\msft\candidates\stock_gap_fade__5m_midday_5m_midday_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_gap_fade__5m_midday_5m_midday_symbol_candidate_analysis.txt
stock_gap_and_go__5m_midday,Stock gap-and-go continuation after the open [5m_midday],single,-1.59028,2,0.00000,0.00000,0.00159,1.01821,-0.79514,0.00000,-0.79514,0.00000,4.00000,stop_loss,100.00000,1,0.00000,0.00000,trend_up_vol_high,-1.59028,trend_up_vol_high,-1.59028,100.00000,0.00000,999.00000,"{""trend_up_vol_high"": 2}","{""trend_up_vol_high"": -1.5902831624840863}","{""trend_up_vol_high"": 0.0}","{""trend_up_vol_high"": 0.0}",,3,0.00000,-0.53893,-1.05136,0.00000,0.00000,0.00000,-0.80839,0.00000,1,-0.78189,0.00000,1,artifacts\research\msft\candidates\stock_gap_and_go__5m_midday_5m_midday_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_gap_and_go__5m_midday_5m_midday_symbol_candidate_analysis.txt
stock_gap_open_reclaim__5m_midday,Stock gap continuation after reclaiming premarket structure [5m_midday],single,-2.93881,5,0.00000,0.00000,0.00294,2.54362,-0.58776,0.00000,-0.58776,0.00000,9.60000,structure_exit,60.00000,1,0.00000,0.00000,trend_up_vol_mid,-0.54170,trend_up_vol_high,-1.76848,60.00000,0.00000,999.00000,"{""trend_flat_vol_high"": 1, ""trend_up_vol_high"": 3, ""trend_up_vol_mid"": 1}","{""trend_flat_vol_high"": -0.6286269558904004, ""trend_up_vol_high"": -1.7684842388641513, ""trend_up_vol_mid"": -0.5416980094348562}","{""trend_flat_vol_high"": 0.0, ""trend_up_vol_high"": 0.0, ""trend_up_vol_mid"": 0.0}","{""trend_flat_vol_high"": 0.0, ""trend_up_vol_high"": 0.0, ""trend_up_vol_mid"": 0.0}",,3,0.00000,-0.18057,-0.77829,0.00000,0.00000,-0.54170,0.00000,0.00000,0,-1.20965,0.00000,2,artifacts\research\msft\candidates\stock_gap_open_reclaim__5m_midday_5m_midday_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_gap_open_reclaim__5m_midday_5m_midday_symbol_candidate_analysis.txt
stock_premarket_sweep_reversal__5m_midday,Stock premarket sweep reversal after failed opening extension [5m_midday],single,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,0.00000,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,3,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\msft\candidates\stock_premarket_sweep_reversal__5m_midday_5m_midday_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_premarket_sweep_reversal__5m_midday_5m_midday_symbol_candidate_analysis.txt
momentum__5m_midday,Momentum confirmation [5m_midday],single,-52.97865,95,5.26316,0.02894,0.05298,48.36019,-0.55767,0.31583,-0.60620,0.52101,7.76842,stop_loss,47.36842,1,0.00000,0.00000,trend_flat_vol_low,-2.55212,trend_up_vol_mid,-26.69495,46.31579,0.00000,999.00000,"{""trend_flat_vol_high"": 7, ""trend_flat_vol_low"": 4, ""trend_flat_vol_mid"": 18, ""trend_up_vol_high"": 17, ""trend_up_vol_low"": 5, ""trend_up_vol_mid"": 44}","{""trend_flat_vol_high"": -4.5304856457392235, ""trend_flat_vol_low"": -2.552118011551922, ""trend_flat_vol_mid"": -9.294068996344498, ""trend_up_vol_high"": -6.936281575883124, ""trend_up_vol_low"": -2.9707424447843636, ""trend_up_vol_mid"": -26.694954354558657}","{""trend_flat_vol_high"": 0.0, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.025935323795745216, ""trend_up_vol_high"": 0.1610681026095023, ""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 0.0}","{""trend_flat_vol_high"": 0.0, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 5.555555555555555, ""trend_up_vol_high"": 23.52941176470588, ""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 0.0}",,3,0.00000,-10.54982,-15.71344,0.02241,0.04723,-12.89437,-12.42868,0.03140,22,-17.02683,0.03445,29,artifacts\research\msft\candidates\momentum__5m_midday_5m_midday_symbol_candidate_trades.csv,artifacts\research\msft\candidates\momentum__5m_midday_5m_midday_symbol_candidate_analysis.txt
stock_trend_breakout__5m_midday__exit_trend,Stock trend breakout outside event blackout windows [5m_midday] with trend-runner exits,entry_exit_family,-13.93548,30,23.33333,0.15734,0.01422,15.26036,-0.46452,0.37172,-0.71902,0.51698,13.33333,stop_loss,43.33333,1,0.00000,0.00000,trend_down_vol_high,-0.85606,trend_up_vol_high,-10.83981,83.33333,0.00000,999.00000,"{""trend_down_vol_high"": 1, ""trend_flat_vol_high"": 4, ""trend_up_vol_high"": 25}","{""trend_down_vol_high"": -0.8560561696402412, ""trend_flat_vol_high"": -2.2396225335095927, ""trend_up_vol_high"": -10.839806194652775}","{""trend_down_vol_high"": 0.0, ""trend_flat_vol_high"": 0.020157791690567868, ""trend_up_vol_high"": 0.19080264894717372}","{""trend_down_vol_high"": 0.0, ""trend_flat_vol_high"": 25.0, ""trend_up_vol_high"": 24.0}",,3,0.00000,-3.39674,-3.67133,0.03712,0.32215,-2.09130,-4.23409,0.05139,7,-4.97611,0.20647,12,artifacts\research\msft\candidates\stock_trend_breakout__5m_midday__exit_trend_5m_midday_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_trend_breakout__5m_midday__exit_trend_5m_midday_symbol_candidate_analysis.txt
stock_trend_breakout__5m_midday__exit_fastfail,Stock trend breakout outside event blackout windows [5m_midday] with fast-fail exits,entry_exit_family,-14.26239,31,16.12903,0.11837,0.01434,15.76847,-0.46008,0.38297,-0.62220,0.61551,9.06452,stop_loss,35.48387,1,0.00000,0.00000,trend_down_vol_high,-0.56923,trend_up_vol_high,-11.79198,83.87097,0.00000,999.00000,"{""trend_down_vol_high"": 1, ""trend_flat_vol_high"": 4, ""trend_up_vol_high"": 26}","{""trend_down_vol_high"": -0.569234824496538, ""trend_flat_vol_high"": -1.9011833400151166, ""trend_up_vol_high"": -11.791975389446897}","{""trend_down_vol_high"": 0.0, ""trend_flat_vol_high"": 0.0, ""trend_up_vol_high"": 0.1397010342863343}","{""trend_down_vol_high"": 0.0, ""trend_flat_vol_high"": 0.0, ""trend_up_vol_high"": 19.230769230769234}",,3,0.00000,-3.10992,-4.71783,0.03991,0.17216,-2.09130,-3.94727,0.05492,7,-6.23509,0.09488,13,artifacts\research\msft\candidates\stock_trend_breakout__5m_midday__exit_fastfail_5m_midday_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_trend_breakout__5m_midday__exit_fastfail_5m_midday_symbol_candidate_analysis.txt
stock_gap_fade__5m_midday__exit_trend,Stock gap fade after overextended opening move [5m_midday] with trend-runner exits,entry_exit_family,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,0.00000,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,3,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\msft\candidates\stock_gap_fade__5m_midday__exit_trend_5m_midday_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_gap_fade__5m_midday__exit_trend_5m_midday_symbol_candidate_analysis.txt
stock_gap_fade__5m_midday__exit_fastfail,Stock gap fade after overextended opening move [5m_midday] with fast-fail exits,entry_exit_family,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,0.00000,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,3,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\msft\candidates\stock_gap_fade__5m_midday__exit_fastfail_5m_midday_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_gap_fade__5m_midday__exit_fastfail_5m_midday_symbol_candidate_analysis.txt
stock_gap_and_go__5m_midday__exit_trend,Stock gap-and-go continuation after the open [5m_midday] with trend-runner exits,entry_exit_family,-1.59028,2,0.00000,0.00000,0.00159,1.01821,-0.79514,0.00000,-0.79514,0.00000,4.00000,stop_loss,100.00000,1,0.00000,0.00000,trend_up_vol_high,-1.59028,trend_up_vol_high,-1.59028,100.00000,0.00000,999.00000,"{""trend_up_vol_high"": 2}","{""trend_up_vol_high"": -1.5902831624840863}","{""trend_up_vol_high"": 0.0}","{""trend_up_vol_high"": 0.0}",,3,0.00000,-0.53893,-1.05136,0.00000,0.00000,0.00000,-0.80839,0.00000,1,-0.78189,0.00000,1,artifacts\research\msft\candidates\stock_gap_and_go__5m_midday__exit_trend_5m_midday_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_gap_and_go__5m_midday__exit_trend_5m_midday_symbol_candidate_analysis.txt
stock_gap_and_go__5m_midday__exit_fastfail,Stock gap-and-go continuation after the open [5m_midday] with fast-fail exits,entry_exit_family,-1.59028,2,0.00000,0.00000,0.00159,1.01821,-0.79514,0.00000,-0.79514,0.00000,4.00000,stop_loss,100.00000,1,0.00000,0.00000,trend_up_vol_high,-1.59028,trend_up_vol_high,-1.59028,100.00000,0.00000,999.00000,"{""trend_up_vol_high"": 2}","{""trend_up_vol_high"": -1.5902831624840863}","{""trend_up_vol_high"": 0.0}","{""trend_up_vol_high"": 0.0}",,3,0.00000,-0.53893,-1.05136,0.00000,0.00000,0.00000,-0.80839,0.00000,1,-0.78189,0.00000,1,artifacts\research\msft\candidates\stock_gap_and_go__5m_midday__exit_fastfail_5m_midday_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_gap_and_go__5m_midday__exit_fastfail_5m_midday_symbol_candidate_analysis.txt
stock_gap_open_reclaim__5m_midday__exit_trend,Stock gap continuation after reclaiming premarket structure [5m_midday] with trend-runner exits,entry_exit_family,-3.24932,5,0.00000,0.00000,0.00325,2.54359,-0.64986,0.00000,-0.64986,0.00000,22.40000,stale_breakout,60.00000,1,0.00000,0.00000,trend_up_vol_mid,-0.54370,trend_up_vol_high,-2.12991,60.00000,0.00000,999.00000,"{""trend_flat_vol_high"": 1, ""trend_up_vol_high"": 3, ""trend_up_vol_mid"": 1}","{""trend_flat_vol_high"": -0.5757099167776578, ""trend_up_vol_high"": -2.1299091150704923, ""trend_up_vol_mid"": -0.5436967644532804}","{""trend_flat_vol_high"": 0.0, ""trend_up_vol_high"": 0.0, ""trend_up_vol_mid"": 0.0}","{""trend_flat_vol_high"": 0.0, ""trend_up_vol_high"": 0.0, ""trend_up_vol_mid"": 0.0}",,3,0.00000,-0.18123,-0.86062,0.00000,0.00000,-0.54370,0.00000,0.00000,0,-1.34272,0.00000,2,artifacts\research\msft\candidates\stock_gap_open_reclaim__5m_midday__exit_trend_5m_midday_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_gap_open_reclaim__5m_midday__exit_trend_5m_midday_symbol_candidate_analysis.txt
stock_gap_open_reclaim__5m_midday__exit_fastfail,Stock gap continuation after reclaiming premarket structure [5m_midday] with fast-fail exits,entry_exit_family,-2.91987,5,0.00000,0.00000,0.00292,2.54362,-0.58397,0.00000,-0.58397,0.00000,9.40000,structure_exit,60.00000,1,0.00000,0.00000,trend_up_vol_mid,-0.54170,trend_up_vol_high,-1.76848,60.00000,0.00000,999.00000,"{""trend_flat_vol_high"": 1, ""trend_up_vol_high"": 3, ""trend_up_vol_mid"": 1}","{""trend_flat_vol_high"": -0.6096887520908438, ""trend_up_vol_high"": -1.7684842388641513, ""trend_up_vol_mid"": -0.5416980094348562}","{""trend_flat_vol_high"": 0.0, ""trend_up_vol_high"": 0.0, ""trend_up_vol_mid"": 0.0}","{""trend_flat_vol_high"": 0.0, ""trend_up_vol_high"": 0.0, ""trend_up_vol_mid"": 0.0}",,3,0.00000,-0.18057,-0.77829,0.00000,0.00000,-0.54170,0.00000,0.00000,0,-1.20965,0.00000,2,artifacts\research\msft\candidates\stock_gap_open_reclaim__5m_midday__exit_fastfail_5m_midday_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_gap_open_reclaim__5m_midday__exit_fastfail_5m_midday_symbol_candidate_analysis.txt
stock_premarket_sweep_reversal__5m_midday__exit_trend,Stock premarket sweep reversal after failed opening extension [5m_midday] with trend-runner exits,entry_exit_family,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,0.00000,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,3,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\msft\candidates\stock_premarket_sweep_reversal__5m_midday__exit_trend_5m_midday_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_premarket_sweep_reversal__5m_midday__exit_trend_5m_midday_symbol_candidate_analysis.txt
stock_premarket_sweep_reversal__5m_midday__exit_fastfail,Stock premarket sweep reversal after failed opening extension [5m_midday] with fast-fail exits,entry_exit_family,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,0.00000,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,3,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\msft\candidates\stock_premarket_sweep_reversal__5m_midday__exit_fastfail_5m_midday_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_premarket_sweep_reversal__5m_midday__exit_fastfail_5m_midday_symbol_candidate_analysis.txt
momentum__5m_midday__exit_trend,Momentum confirmation [5m_midday] with trend-runner exits,entry_exit_family,-53.02169,94,6.38298,0.03228,0.05277,47.85217,-0.56406,0.29482,-0.62262,0.47351,8.77660,stop_loss,50.00000,1,0.00000,0.00000,trend_flat_vol_low,-2.55212,trend_up_vol_mid,-26.17893,45.74468,0.00000,999.00000,"{""trend_flat_vol_high"": 7, ""trend_flat_vol_low"": 4, ""trend_flat_vol_mid"": 18, ""trend_up_vol_high"": 17, ""trend_up_vol_low"": 5, ""trend_up_vol_mid"": 43}","{""trend_flat_vol_high"": -4.112675890463179, ""trend_flat_vol_low"": -2.552118011551922, ""trend_flat_vol_mid"": -9.758779538127834, ""trend_up_vol_high"": -7.448444005661819, ""trend_up_vol_low"": -2.9707424447843636, ""trend_up_vol_mid"": -26.17892712236114}","{""trend_flat_vol_high"": 0.011078954328376564, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.024730833831556043, ""trend_up_vol_high"": 0.1653298596752709, ""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 0.0}","{""trend_flat_vol_high"": 14.285714285714285, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 5.555555555555555, ""trend_up_vol_high"": 23.52941176470588, ""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 0.0}",,3,0.00000,-10.70928,-15.34290,0.01272,0.05687,-13.40881,-12.70101,0.02380,22,-16.37303,0.04904,28,artifacts\research\msft\candidates\momentum__5m_midday__exit_trend_5m_midday_symbol_candidate_trades.csv,artifacts\research\msft\candidates\momentum__5m_midday__exit_trend_5m_midday_symbol_candidate_analysis.txt
momentum__5m_midday__exit_fastfail,Momentum confirmation [5m_midday] with fast-fail exits,entry_exit_family,-52.92549,95,3.15789,0.02586,0.05293,48.36009,-0.55711,0.46829,-0.59055,0.79298,7.25263,stop_loss,47.36842,1,0.00000,0.00000,trend_flat_vol_low,-2.55212,trend_up_vol_mid,-26.62929,45.26316,0.00000,999.00000,"{""trend_flat_vol_high"": 7, ""trend_flat_vol_low"": 4, ""trend_flat_vol_mid"": 18, ""trend_up_vol_high"": 18, ""trend_up_vol_low"": 5, ""trend_up_vol_mid"": 43}","{""trend_flat_vol_high"": -4.264501321662585, ""trend_flat_vol_low"": -2.552118011551922, ""trend_flat_vol_mid"": -9.35647012801967, ""trend_up_vol_high"": -7.152369103475267, ""trend_up_vol_low"": -2.9707424447843636, ""trend_up_vol_mid"": -26.629293939495025}","{""trend_flat_vol_high"": 0.0, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.025766810168904367, ""trend_up_vol_high"": 0.13928411249229636, ""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 0.0}","{""trend_flat_vol_high"": 0.0, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 5.555555555555555, ""trend_up_vol_high"": 11.11111111111111, ""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 0.0}",,3,0.00000,-10.72321,-15.52864,0.00645,0.04717,-12.91684,-12.54111,0.01935,22,-16.88274,0.03369,29,artifacts\research\msft\candidates\momentum__5m_midday__exit_fastfail_5m_midday_symbol_candidate_trades.csv,artifacts\research\msft\candidates\momentum__5m_midday__exit_fastfail_5m_midday_symbol_candidate_analysis.txt
stock_trend_breakout__15m_us,Stock trend breakout outside event blackout windows [15m_us],single,-65.34764,107,6.54206,0.05854,0.06526,54.49323,-0.61073,0.58044,-0.69411,0.83624,11.84112,structure_exit,34.57944,1,0.00000,0.00000,trend_down_vol_high,-2.99263,trend_up_vol_high,-38.29945,61.68224,0.00000,999.00000,"{""trend_down_vol_high"": 5, ""trend_flat_vol_high"": 36, ""trend_up_vol_high"": 66}","{""trend_down_vol_high"": -2.992633922464893, ""trend_flat_vol_high"": -24.05555865662667, ""trend_up_vol_high"": -38.29945207378398}","{""trend_down_vol_high"": 0.0, ""trend_flat_vol_high"": 0.0, ""trend_up_vol_high"": 0.0959121182160884}","{""trend_down_vol_high"": 0.0, ""trend_flat_vol_high"": 0.0, ""trend_up_vol_high"": 10.606060606060606}",,3,0.00000,-15.91860,-13.73297,0.00840,0.03500,-26.23655,-15.50759,0.01115,22,-13.84818,0.04026,22,artifacts\research\msft\candidates\stock_trend_breakout__15m_us_15m_us_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_trend_breakout__15m_us_15m_us_symbol_candidate_analysis.txt
stock_gap_fade__15m_us,Stock gap fade after overextended opening move [15m_us],single,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,0.00000,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,3,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\msft\candidates\stock_gap_fade__15m_us_15m_us_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_gap_fade__15m_us_15m_us_symbol_candidate_analysis.txt
stock_gap_and_go__15m_us,Stock gap-and-go continuation after the open [15m_us],single,-20.33208,29,10.34483,0.03734,0.02033,14.76648,-0.70111,0.26286,-0.81233,0.32358,14.06897,stop_loss,37.93103,1,0.00000,0.00000,trend_flat_vol_high,-3.21053,trend_up_vol_high,-17.12155,75.86207,0.00000,999.00000,"{""trend_flat_vol_high"": 7, ""trend_up_vol_high"": 22}","{""trend_flat_vol_high"": -3.210528609672436, ""trend_up_vol_high"": -17.12154741129003}","{""trend_flat_vol_high"": 0.17061771240912893, ""trend_up_vol_high"": 0.00742659148504494}","{""trend_flat_vol_high"": 28.57142857142857, ""trend_up_vol_high"": 4.545454545454546}",,3,0.00000,-5.19073,-4.12733,0.00939,0.09536,-6.96412,-5.72184,0.01408,8,-3.70987,0.13494,6,artifacts\research\msft\candidates\stock_gap_and_go__15m_us_15m_us_symbol_candidate_trades.csv,artifacts\research\msft\candidates\stock_gap_and_go__15m_us_15m_us_symbol_candidate_analysis.txt
