name,description,archetype,realized_pnl,closed_trades,win_rate_pct,profit_factor,max_drawdown_pct,total_costs,expectancy,sharpe_ratio,sortino_ratio,calmar_ratio,avg_win,avg_loss,payoff_ratio,avg_hold_bars,dominant_exit,dominant_exit_share_pct,component_count,combo_outperformance_score,combo_trade_overlap_pct,best_regime,best_unified_regime,best_regime_pnl,worst_regime,worst_unified_regime,worst_regime_pnl,dominant_regime_share_pct,regime_stability_score,regime_loss_ratio,regime_trade_count_by_label,regime_pnl_by_label,regime_pf_by_label,regime_win_rate_by_label,regime_filter_label,broker_swap_available,broker_swap_long,broker_swap_short,broker_preferred_carry_side,broker_carry_spread,walk_forward_windows,walk_forward_pass_rate_pct,walk_forward_avg_validation_pnl,walk_forward_avg_test_pnl,walk_forward_avg_validation_pf,walk_forward_avg_test_pf,train_pnl,validation_pnl,validation_profit_factor,validation_closed_trades,test_pnl,test_profit_factor,test_closed_trades,trade_log_path,trade_analysis_path
eurusd_carry_trend__30m_europe__exit_trend,EURUSD carry-style continuation using USD and yield tailwind proxies [30m_europe] with trend-runner exits,entry_exit_family,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,1,-10.76000,0.22000,short,-10.98000,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\eurusd\candidates\eurusd_carry_trend__30m_europe__exit_trend_30m_europe_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\eurusd_carry_trend__30m_europe__exit_trend_30m_europe_symbol_candidate_analysis.txt
eurusd_carry_trend__30m_europe__exit_fastfail,EURUSD carry-style continuation using USD and yield tailwind proxies [30m_europe] with fast-fail exits,entry_exit_family,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,1,-10.76000,0.22000,short,-10.98000,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\eurusd\candidates\eurusd_carry_trend__30m_europe__exit_fastfail_30m_europe_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\eurusd_carry_trend__30m_europe__exit_fastfail_30m_europe_symbol_candidate_analysis.txt
forex_breakout_momentum__30m_europe__exit_trend,EURUSD breakout momentum baseline [30m_europe] with trend-runner exits,entry_exit_family,-0.74808,6,66.66667,0.77846,0.00371,0.30000,-0.12468,-0.09387,-0.07102,-0.20171,0.65718,-1.68840,0.38923,15.16667,stop_loss,33.33333,1,0.00000,0.00000,trend_flat_vol_mid,orderly_range,0.23788,trend_flat_vol_low,compressed_range,-1.20777,66.66667,0.27568,5.07726,"{""trend_flat_vol_high"": 1, ""trend_flat_vol_low"": 1, ""trend_flat_vol_mid"": 4}","{""trend_flat_vol_high"": 0.22180974999985176, ""trend_flat_vol_low"": -1.207773000000084, ""trend_flat_vol_mid"": 0.2378787499994544}","{""trend_flat_vol_high"": 999.0, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 1.1096707692759051}","{""trend_flat_vol_high"": 100.0, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 75.0}",,1,-10.76000,0.22000,short,-10.98000,2,0.00000,0.70620,0.25725,499.50000,1.33578,-1.74258,0.00000,0.00000,0,0.51451,2.67156,2,artifacts\research\eurusd\candidates\forex_breakout_momentum__30m_europe__exit_trend_30m_europe_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\forex_breakout_momentum__30m_europe__exit_trend_30m_europe_symbol_candidate_analysis.txt
forex_breakout_momentum__30m_europe__exit_fastfail,EURUSD breakout momentum baseline [30m_europe] with fast-fail exits,entry_exit_family,-0.80808,6,33.33333,0.79399,0.00393,0.30000,-0.13468,-0.07795,-0.10690,-0.20581,1.55722,-0.98063,1.58798,6.50000,structure_exit,33.33333,1,0.00000,0.00000,trend_flat_vol_mid,orderly_range,0.80786,trend_flat_vol_low,compressed_range,-1.20777,66.66667,0.33330,1.49502,"{""trend_flat_vol_high"": 1, ""trend_flat_vol_low"": 1, ""trend_flat_vol_mid"": 4}","{""trend_flat_vol_high"": -0.4081745000000858, ""trend_flat_vol_low"": -1.207773000000084, ""trend_flat_vol_mid"": 0.8078644999995671}","{""trend_flat_vol_high"": 0.0, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 1.350243623808406}","{""trend_flat_vol_high"": 0.0, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 50.0}",,1,-10.76000,0.22000,short,-10.98000,2,0.00000,-0.06878,1.31723,0.00000,4.77947,-3.92253,0.00000,0.00000,0,2.63446,9.55894,2,artifacts\research\eurusd\candidates\forex_breakout_momentum__30m_europe__exit_fastfail_30m_europe_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\forex_breakout_momentum__30m_europe__exit_fastfail_30m_europe_symbol_candidate_analysis.txt
forex_short_breakdown_momentum__30m_europe__exit_trend,EURUSD short breakdown momentum baseline [30m_europe] with trend-runner exits,entry_exit_family,9.00381,16,43.75000,1.58088,0.00117,0.80000,0.56274,0.15746,0.27777,7.68121,3.50057,-1.72224,2.03256,11.56250,stop_loss,37.50000,1,0.00000,0.00000,trend_flat_vol_mid,orderly_range,13.95044,trend_down_vol_mid,orderly_trend,-4.24771,56.25000,0.73823,0.30449,"{""trend_down_vol_mid"": 1, ""trend_flat_vol_low"": 6, ""trend_flat_vol_mid"": 9}","{""trend_down_vol_mid"": -4.24771400000002, ""trend_flat_vol_low"": -0.6989167500004769, ""trend_flat_vol_mid"": 13.950441999999237}","{""trend_down_vol_mid"": 0.0, ""trend_flat_vol_low"": 0.8253641008142804, ""trend_flat_vol_mid"": 2.9241058759846923}","{""trend_down_vol_mid"": 0.0, ""trend_flat_vol_low"": 33.33333333333333, ""trend_flat_vol_mid"": 55.55555555555556}",,1,-10.76000,0.22000,short,-10.98000,2,0.00000,-1.55599,0.60839,0.68638,499.50000,9.63936,-6.23871,0.00000,5,2.71220,999.00000,1,artifacts\research\eurusd\candidates\forex_short_breakdown_momentum__30m_europe__exit_trend_30m_europe_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\forex_short_breakdown_momentum__30m_europe__exit_trend_30m_europe_symbol_candidate_analysis.txt
forex_short_breakdown_momentum__30m_europe__exit_fastfail,EURUSD short breakdown momentum baseline [30m_europe] with fast-fail exits,entry_exit_family,-7.42117,18,22.22222,0.60374,0.00779,0.90000,-0.41229,-0.19481,-0.24431,-0.95298,2.82677,-1.33773,2.11311,5.38889,stop_loss,33.33333,1,0.00000,0.00000,trend_flat_vol_mid,orderly_range,-0.29690,trend_down_vol_mid,orderly_trend,-4.24771,55.55556,0.00000,999.00000,"{""trend_down_vol_mid"": 1, ""trend_flat_vol_low"": 7, ""trend_flat_vol_mid"": 10}","{""trend_down_vol_mid"": -4.24771400000002, ""trend_flat_vol_low"": -2.8765600000003992, ""trend_flat_vol_mid"": -0.2969000000006546}","{""trend_down_vol_mid"": 0.0, ""trend_flat_vol_low"": 0.43900646245610603, ""trend_flat_vol_mid"": 0.9682559267274684}","{""trend_down_vol_mid"": 0.0, ""trend_flat_vol_low"": 14.285714285714285, ""trend_flat_vol_mid"": 30.0}",,1,-10.76000,0.22000,short,-10.98000,2,0.00000,-8.36465,-1.10157,0.00000,0.00000,-2.72581,-6.57870,0.00000,5,-0.36772,0.00000,1,artifacts\research\eurusd\candidates\forex_short_breakdown_momentum__30m_europe__exit_fastfail_30m_europe_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\forex_short_breakdown_momentum__30m_europe__exit_fastfail_30m_europe_symbol_candidate_analysis.txt
eurusd_london_range_reclaim__30m_europe__exit_trend,EURUSD London range reclaim [30m_europe] with trend-runner exits,entry_exit_family,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,1,-10.76000,0.22000,short,-10.98000,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\eurusd\candidates\eurusd_london_range_reclaim__30m_europe__exit_trend_30m_europe_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\eurusd_london_range_reclaim__30m_europe__exit_trend_30m_europe_symbol_candidate_analysis.txt
eurusd_london_range_reclaim__30m_europe__exit_fastfail,EURUSD London range reclaim [30m_europe] with fast-fail exits,entry_exit_family,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,1,-10.76000,0.22000,short,-10.98000,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\eurusd\candidates\eurusd_london_range_reclaim__30m_europe__exit_fastfail_30m_europe_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\eurusd_london_range_reclaim__30m_europe__exit_fastfail_30m_europe_symbol_candidate_analysis.txt
eurusd_london_false_break_reversal__30m_europe__exit_trend,EURUSD London false-break reversal around prior-day and overnight levels [30m_europe] with trend-runner exits,entry_exit_family,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,1,-10.76000,0.22000,short,-10.98000,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\eurusd\candidates\eurusd_london_false_break_reversal__30m_europe__exit_trend_30m_europe_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\eurusd_london_false_break_reversal__30m_europe__exit_trend_30m_europe_symbol_candidate_analysis.txt
eurusd_london_false_break_reversal__30m_europe__exit_fastfail,EURUSD London false-break reversal around prior-day and overnight levels [30m_europe] with fast-fail exits,entry_exit_family,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,1,-10.76000,0.22000,short,-10.98000,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\eurusd\candidates\eurusd_london_false_break_reversal__30m_europe__exit_fastfail_30m_europe_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\eurusd_london_false_break_reversal__30m_europe__exit_fastfail_30m_europe_symbol_candidate_analysis.txt
eurusd_post_news_reclaim__30m_europe__exit_trend,EURUSD post-news VWAP reclaim [30m_europe] with trend-runner exits,entry_exit_family,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,1,-10.76000,0.22000,short,-10.98000,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\eurusd\candidates\eurusd_post_news_reclaim__30m_europe__exit_trend_30m_europe_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\eurusd_post_news_reclaim__30m_europe__exit_trend_30m_europe_symbol_candidate_analysis.txt
eurusd_post_news_reclaim__30m_europe__exit_fastfail,EURUSD post-news VWAP reclaim [30m_europe] with fast-fail exits,entry_exit_family,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,1,-10.76000,0.22000,short,-10.98000,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\eurusd\candidates\eurusd_post_news_reclaim__30m_europe__exit_fastfail_30m_europe_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\eurusd_post_news_reclaim__30m_europe__exit_fastfail_30m_europe_symbol_candidate_analysis.txt
eurusd_carry_trend__30m_us,EURUSD carry-style continuation using USD and yield tailwind proxies [30m_us],single,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,1,-10.76000,0.22000,short,-10.98000,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\eurusd\candidates\eurusd_carry_trend__30m_us_30m_us_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\eurusd_carry_trend__30m_us_30m_us_symbol_candidate_analysis.txt
forex_breakout_momentum__30m_us,EURUSD breakout momentum baseline [30m_us],single,7.51480,7,71.42857,2.08804,0.00655,0.35000,1.07354,0.30010,0.28032,1.14678,2.88430,-3.45335,0.83522,21.85714,structure_exit,28.57143,1,0.00000,0.00000,trend_up_vol_mid,orderly_trend,5.65197,trend_flat_vol_low,compressed_range,-5.10899,28.57143,0.71189,0.90393,"{""trend_down_vol_high"": 1, ""trend_flat_vol_high"": 2, ""trend_flat_vol_low"": 1, ""trend_flat_vol_mid"": 2, ""trend_up_vol_mid"": 1}","{""trend_down_vol_high"": 1.4221547500000655, ""trend_flat_vol_high"": 0.36463700000010113, ""trend_flat_vol_low"": -5.108987500000223, ""trend_flat_vol_mid"": 5.1850284999999, ""trend_up_vol_mid"": 5.651967000000029}","{""trend_down_vol_high"": 999.0, ""trend_flat_vol_high"": 1.2028335124727731, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 999.0, ""trend_up_vol_mid"": 999.0}","{""trend_down_vol_high"": 100.0, ""trend_flat_vol_high"": 50.0, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 100.0, ""trend_up_vol_mid"": 100.0}",,1,-10.76000,0.22000,short,-10.98000,2,0.00000,2.50333,3.00358,999.00000,500.58539,5.88787,1.42215,999.00000,1,2.10473,2.17078,2,artifacts\research\eurusd\candidates\forex_breakout_momentum__30m_us_30m_us_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\forex_breakout_momentum__30m_us_30m_us_symbol_candidate_analysis.txt
forex_short_breakdown_momentum__30m_us,EURUSD short breakdown momentum baseline [30m_us],single,-12.04740,17,23.52941,0.46351,0.01372,0.85000,-0.70867,-0.28151,-0.30122,-0.87834,2.60210,-1.72737,1.50639,8.00000,stop_loss,35.29412,1,0.00000,0.00000,trend_down_vol_high,trend_expansion,1.42215,trend_flat_vol_mid,orderly_range,-7.75562,47.05882,0.09550,5.45343,"{""trend_down_vol_high"": 1, ""trend_flat_vol_high"": 1, ""trend_flat_vol_low"": 8, ""trend_flat_vol_mid"": 7}","{""trend_down_vol_high"": 1.4221547500000655, ""trend_flat_vol_high"": -1.547721999999868, ""trend_flat_vol_low"": -4.166208500000756, ""trend_flat_vol_mid"": -7.75562150000046}","{""trend_down_vol_high"": 999.0, ""trend_flat_vol_high"": 0.0, ""trend_flat_vol_low"": 0.47262183862278223, ""trend_flat_vol_mid"": 0.40379074140078763}","{""trend_down_vol_high"": 100.0, ""trend_flat_vol_high"": 0.0, ""trend_flat_vol_low"": 25.0, ""trend_flat_vol_mid"": 14.285714285714285}",,1,-10.76000,0.22000,short,-10.98000,2,0.00000,-4.93663,0.30100,0.43153,3.17483,-5.10862,-6.90692,0.17075,6,-1.67504,0.00000,2,artifacts\research\eurusd\candidates\forex_short_breakdown_momentum__30m_us_30m_us_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\forex_short_breakdown_momentum__30m_us_30m_us_symbol_candidate_analysis.txt
eurusd_london_range_reclaim__30m_us,EURUSD London range reclaim [30m_us],single,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,1,-10.76000,0.22000,short,-10.98000,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\eurusd\candidates\eurusd_london_range_reclaim__30m_us_30m_us_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\eurusd_london_range_reclaim__30m_us_30m_us_symbol_candidate_analysis.txt
eurusd_london_false_break_reversal__30m_us,EURUSD London false-break reversal around prior-day and overnight levels [30m_us],single,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},trend_flat_vol_mid,1,-10.76000,0.22000,short,-10.98000,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\eurusd\candidates\eurusd_london_false_break_reversal__30m_us_30m_us_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\eurusd_london_false_break_reversal__30m_us_30m_us_symbol_candidate_analysis.txt
eurusd_post_news_reclaim__30m_us,EURUSD post-news VWAP reclaim [30m_us],single,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},trend_flat_vol_high,1,-10.76000,0.22000,short,-10.98000,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\eurusd\candidates\eurusd_post_news_reclaim__30m_us_30m_us_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\eurusd_post_news_reclaim__30m_us_30m_us_symbol_candidate_analysis.txt
eurusd_carry_trend__30m_us__exit_trend,EURUSD carry-style continuation using USD and yield tailwind proxies [30m_us] with trend-runner exits,entry_exit_family,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,1,-10.76000,0.22000,short,-10.98000,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\eurusd\candidates\eurusd_carry_trend__30m_us__exit_trend_30m_us_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\eurusd_carry_trend__30m_us__exit_trend_30m_us_symbol_candidate_analysis.txt
eurusd_carry_trend__30m_us__exit_fastfail,EURUSD carry-style continuation using USD and yield tailwind proxies [30m_us] with fast-fail exits,entry_exit_family,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,1,-10.76000,0.22000,short,-10.98000,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\eurusd\candidates\eurusd_carry_trend__30m_us__exit_fastfail_30m_us_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\eurusd_carry_trend__30m_us__exit_fastfail_30m_us_symbol_candidate_analysis.txt
forex_breakout_momentum__30m_us__exit_trend,EURUSD breakout momentum baseline [30m_us] with trend-runner exits,entry_exit_family,5.18267,6,66.66667,1.75038,0.00655,0.30000,0.86378,0.20175,0.22555,0.79089,3.02234,-3.45335,0.87519,34.33333,stale_breakout,66.66667,1,0.00000,0.00000,trend_flat_vol_mid,orderly_range,6.80499,trend_flat_vol_low,compressed_range,-5.10899,33.33333,0.64371,0.75077,"{""trend_flat_vol_high"": 2, ""trend_flat_vol_low"": 1, ""trend_flat_vol_mid"": 2, ""trend_up_vol_mid"": 1}","{""trend_flat_vol_high"": -1.3153209999998805, ""trend_flat_vol_low"": -5.108987500000223, ""trend_flat_vol_mid"": 6.804987999999834, ""trend_up_vol_mid"": 4.801988249999994}","{""trend_flat_vol_high"": 0.26833761121580574, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 999.0, ""trend_up_vol_mid"": 999.0}","{""trend_flat_vol_high"": 50.0, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 100.0, ""trend_up_vol_mid"": 100.0}",,1,-10.76000,0.22000,short,-10.98000,2,0.00000,0.95227,5.69352,999.00000,501.33354,3.96792,1.42215,999.00000,1,4.79466,3.66708,2,artifacts\research\eurusd\candidates\forex_breakout_momentum__30m_us__exit_trend_30m_us_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\forex_breakout_momentum__30m_us__exit_trend_30m_us_symbol_candidate_analysis.txt
forex_breakout_momentum__30m_us__exit_fastfail,EURUSD breakout momentum baseline [30m_us] with fast-fail exits,entry_exit_family,12.63467,7,71.42857,8.07099,0.00242,0.35000,1.80495,0.75465,2.01106,5.21440,2.88430,-0.89342,3.22840,18.28571,structure_exit,28.57143,1,0.00000,0.00000,trend_up_vol_mid,orderly_trend,5.65197,trend_flat_vol_low,compressed_range,-0.97909,28.57143,0.93291,0.17323,"{""trend_down_vol_high"": 1, ""trend_flat_vol_high"": 2, ""trend_flat_vol_low"": 1, ""trend_flat_vol_mid"": 2, ""trend_up_vol_mid"": 1}","{""trend_down_vol_high"": 1.4221547500000655, ""trend_flat_vol_high"": 1.354612250000098, ""trend_flat_vol_low"": -0.9790907500001389, ""trend_flat_vol_mid"": 5.1850284999999, ""trend_up_vol_mid"": 5.651967000000029}","{""trend_down_vol_high"": 999.0, ""trend_flat_vol_high"": 2.677038912869042, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 999.0, ""trend_up_vol_mid"": 999.0}","{""trend_down_vol_high"": 100.0, ""trend_flat_vol_high"": 50.0, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 100.0, ""trend_up_vol_mid"": 100.0}",,1,-10.76000,0.22000,short,-10.98000,2,0.00000,2.50333,3.49857,999.00000,501.91565,10.01777,1.42215,999.00000,1,3.09470,4.83131,2,artifacts\research\eurusd\candidates\forex_breakout_momentum__30m_us__exit_fastfail_30m_us_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\forex_breakout_momentum__30m_us__exit_fastfail_30m_us_symbol_candidate_analysis.txt
forex_short_breakdown_momentum__30m_us__exit_trend,EURUSD short breakdown momentum baseline [30m_us] with trend-runner exits,entry_exit_family,-23.51742,17,23.52941,0.12037,0.02371,0.85000,-1.38338,-0.68785,-0.51779,-0.99173,0.80457,-2.05659,0.39121,10.58824,stop_loss,41.17647,1,0.00000,0.00000,trend_down_vol_high,trend_expansion,1.42215,trend_flat_vol_mid,orderly_range,-15.59561,47.05882,0.05395,10.96618,"{""trend_down_vol_high"": 1, ""trend_flat_vol_high"": 1, ""trend_flat_vol_low"": 8, ""trend_flat_vol_mid"": 7}","{""trend_down_vol_high"": 1.4221547500000655, ""trend_flat_vol_high"": -1.6977182500000962, ""trend_flat_vol_low"": -7.646245000000817, ""trend_flat_vol_mid"": -15.59561100000077}","{""trend_down_vol_high"": 999.0, ""trend_flat_vol_high"": 0.0, ""trend_flat_vol_low"": 0.032102538905711506, ""trend_flat_vol_mid"": 0.09000441690874145}","{""trend_down_vol_high"": 100.0, ""trend_flat_vol_high"": 0.0, ""trend_flat_vol_low"": 25.0, ""trend_flat_vol_mid"": 14.285714285714285}",,1,-10.76000,0.22000,short,-10.98000,2,0.00000,-6.79168,-1.00903,0.23912,0.27325,-12.94861,-6.90692,0.17075,6,-1.82504,0.00000,2,artifacts\research\eurusd\candidates\forex_short_breakdown_momentum__30m_us__exit_trend_30m_us_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\forex_short_breakdown_momentum__30m_us__exit_trend_30m_us_symbol_candidate_analysis.txt
forex_short_breakdown_momentum__30m_us__exit_fastfail,EURUSD short breakdown momentum baseline [30m_us] with fast-fail exits,entry_exit_family,-3.58761,17,23.52941,0.76667,0.00626,0.85000,-0.21104,-0.09989,-0.14023,-0.57292,2.94709,-1.18277,2.49169,7.23529,structure_exit,29.41176,1,0.00000,0.00000,trend_down_vol_high,trend_expansion,1.42215,trend_flat_vol_mid,orderly_range,-2.47575,47.05882,0.22111,1.74085,"{""trend_down_vol_high"": 1, ""trend_flat_vol_high"": 1, ""trend_flat_vol_low"": 8, ""trend_flat_vol_mid"": 7}","{""trend_down_vol_high"": 1.4221547500000655, ""trend_flat_vol_high"": -0.8077404999998816, ""trend_flat_vol_low"": -1.726269500000698, ""trend_flat_vol_mid"": -2.4757535000001054}","{""trend_down_vol_high"": 999.0, ""trend_flat_vol_high"": 0.0, ""trend_flat_vol_low"": 0.7476168704354902, ""trend_flat_vol_mid"": 0.6796531343517247}","{""trend_down_vol_high"": 100.0, ""trend_flat_vol_high"": 0.0, ""trend_flat_vol_low"": 25.0, ""trend_flat_vol_mid"": 14.285714285714285}",,1,-10.76000,0.22000,short,-10.98000,2,0.00000,-3.87666,0.67099,0.48674,3.17483,0.17125,-5.84695,0.19564,6,-0.93506,0.00000,2,artifacts\research\eurusd\candidates\forex_short_breakdown_momentum__30m_us__exit_fastfail_30m_us_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\forex_short_breakdown_momentum__30m_us__exit_fastfail_30m_us_symbol_candidate_analysis.txt
eurusd_london_range_reclaim__30m_us__exit_trend,EURUSD London range reclaim [30m_us] with trend-runner exits,entry_exit_family,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,1,-10.76000,0.22000,short,-10.98000,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\eurusd\candidates\eurusd_london_range_reclaim__30m_us__exit_trend_30m_us_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\eurusd_london_range_reclaim__30m_us__exit_trend_30m_us_symbol_candidate_analysis.txt
eurusd_london_range_reclaim__30m_us__exit_fastfail,EURUSD London range reclaim [30m_us] with fast-fail exits,entry_exit_family,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,1,-10.76000,0.22000,short,-10.98000,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\eurusd\candidates\eurusd_london_range_reclaim__30m_us__exit_fastfail_30m_us_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\eurusd_london_range_reclaim__30m_us__exit_fastfail_30m_us_symbol_candidate_analysis.txt
